UniqueID,county,WY,n_cuttings,n_cp_season,cutoff_date,n_late_cuts,late_et_mm,total_et_mm,late_cycle_et_mm_list,late_cut_dates,area_acres,late_et_acft,saved_mm_cap0,saved_mm_cap1,saved_mm_cap2,saved_mm_cap3
3906537,San Joaquin,2021,6.0,0,2021-07-01,2,366.0730000000001,897.8400000000001,"[189.14400000000003, 176.92900000000003]","[Timestamp('2021-07-23 00:00:00'), Timestamp('2021-08-20 00:00:00')]",56.64212616128519,68.02871735643097,366.0730000000001,176.92900000000003,0.0,0.0
3906729,San Joaquin,2021,8.0,0,2021-07-01,3,461.746,918.0739999999998,"[180.17799999999997, 162.793, 118.775]","[Timestamp('2021-07-27 00:00:00'), Timestamp('2021-08-30 00:00:00'), Timestamp('2021-09-26 00:00:00')]",68.94548679898548,104.44653132376754,461.746,281.568,118.775,0.0
3906736,San Joaquin,2021,9.0,0,2021-07-01,4,585.9159999999999,1079.3100000000002,"[150.54, 221.901, 131.621, 81.85399999999998]","[Timestamp('2021-07-03 00:00:00'), Timestamp('2021-08-08 00:00:00'), Timestamp('2021-09-01 00:00:00'), Timestamp('2021-09-21 00:00:00')]",33.526896166648946,64.44863810491562,585.9159999999999,435.37600000000003,213.475,81.85399999999998
3906756,San Joaquin,2021,7.0,0,2021-07-01,3,497.06600000000003,923.0630000000002,"[179.97700000000003, 176.47000000000003, 140.619]","[Timestamp('2021-07-02 00:00:00'), Timestamp('2021-08-07 00:00:00'), Timestamp('2021-09-06 00:00:00')]",25.39006929447912,41.40597173205235,497.06600000000003,317.08900000000006,140.619,0.0
3906767,San Joaquin,2021,7.0,0,2021-07-01,3,429.266,745.6200000000001,"[142.203, 157.504, 129.55900000000003]","[Timestamp('2021-07-13 00:00:00'), Timestamp('2021-08-12 00:00:00'), Timestamp('2021-09-11 00:00:00')]",2.356239884663963,3.3184175535766425,429.266,287.063,129.55900000000003,0.0
3906890,San Joaquin,2021,7.0,0,2021-07-01,3,549.6570000000002,1134.755,"[170.133, 194.67100000000002, 184.85300000000007]","[Timestamp('2021-07-12 00:00:00'), Timestamp('2021-08-19 00:00:00'), Timestamp('2021-09-26 00:00:00')]",36.7153716251368,66.21017395458603,549.6570000000002,379.5240000000001,184.85300000000007,0.0
3907002,San Joaquin,2021,10.0,0,2021-07-01,3,356.475,953.352,"[133.641, 121.08200000000001, 101.752]","[Timestamp('2021-07-28 00:00:00'), Timestamp('2021-08-24 00:00:00'), Timestamp('2021-09-22 00:00:00')]",19.017708915058897,22.24192186842395,356.475,222.834,101.752,0.0
3907075,San Joaquin,2021,6.0,0,2021-07-01,3,428.7610000000001,818.7710000000001,"[153.969, 152.93300000000005, 121.85900000000001]","[Timestamp('2021-07-13 00:00:00'), Timestamp('2021-08-20 00:00:00'), Timestamp('2021-09-16 00:00:00')]",77.43624603913005,108.92927259837087,428.7610000000001,274.79200000000003,121.85900000000001,0.0
3907128,San Joaquin,2021,6.0,0,2021-07-01,2,482.44899999999996,997.795,"[292.04499999999996, 190.40400000000002]","[Timestamp('2021-07-31 00:00:00'), Timestamp('2021-09-06 00:00:00')]",26.905714848006845,42.58738590126657,482.44899999999996,190.40400000000002,0.0,0.0
3907236,San Joaquin,2021,8.0,0,2021-07-01,3,394.4069999999999,889.156,"[157.879, 134.56099999999998, 101.967]","[Timestamp('2021-07-26 00:00:00'), Timestamp('2021-08-23 00:00:00'), Timestamp('2021-09-16 00:00:00')]",24.46704144555767,31.660014486279728,394.4069999999999,236.52799999999996,101.967,0.0
3907239,San Joaquin,2021,6.0,0,2021-07-01,2,392.55499999999995,919.3299999999999,"[241.308, 151.24699999999999]","[Timestamp('2021-08-08 00:00:00'), Timestamp('2021-09-06 00:00:00')]",5.16818922590459,6.656163128526824,392.55499999999995,151.24699999999999,0.0,0.0
3907295,San Joaquin,2021,7.0,0,2021-07-01,3,559.059,1122.6460000000002,"[207.786, 210.17199999999997, 141.10100000000003]","[Timestamp('2021-07-07 00:00:00'), Timestamp('2021-08-13 00:00:00'), Timestamp('2021-09-11 00:00:00')]",38.20767018139782,70.07986182395696,559.059,351.273,141.10100000000003,0.0
3907299,San Joaquin,2021,7.0,0,2021-07-01,3,540.176,1102.9630000000002,"[188.87999999999997, 187.88600000000005, 163.41]","[Timestamp('2021-07-13 00:00:00'), Timestamp('2021-08-20 00:00:00'), Timestamp('2021-09-26 00:00:00')]",26.014581821392166,46.1038476048305,540.176,351.29600000000005,163.41,0.0
3907458,San Joaquin,2021,8.0,0,2021-07-01,3,506.447,1043.2559999999999,"[160.32800000000003, 191.447, 154.67199999999997]","[Timestamp('2021-07-14 00:00:00'), Timestamp('2021-08-18 00:00:00'), Timestamp('2021-09-16 00:00:00')]",70.86040668072064,117.73963379997022,506.447,346.11899999999997,154.67199999999997,0.0
3907460,San Joaquin,2021,7.0,7,2021-07-01,2,419.80099999999993,1004.067,"[299.64599999999996, 120.155]","[Timestamp('2021-07-24 00:00:00'), Timestamp('2021-08-14 00:00:00')]",47.66539653043334,65.64954438606445,419.80099999999993,120.155,0.0,0.0
3907473,San Joaquin,2021,7.0,7,2021-07-01,2,561.675,1132.344,"[310.779, 250.89600000000002]","[Timestamp('2021-07-15 00:00:00'), Timestamp('2021-08-23 00:00:00')]",97.60449760287221,179.86222503639516,561.675,250.89600000000002,0.0,0.0
3907537,San Joaquin,2021,7.0,8,2021-07-01,2,219.0,816.631,"[129.99099999999999, 89.009]","[Timestamp('2021-07-13 00:00:00'), Timestamp('2021-08-05 00:00:00')]",16.141096233491126,11.59744119138634,219.0,89.009,0.0,0.0
3907590,San Joaquin,2021,9.0,10,2021-07-01,3,289.637,712.6959999999999,"[103.952, 86.771, 98.91399999999999]","[Timestamp('2021-07-11 00:00:00'), Timestamp('2021-08-06 00:00:00'), Timestamp('2021-09-05 00:00:00')]",6.207526268180147,5.898718129058048,289.637,185.685,98.91399999999999,0.0
3907689,San Joaquin,2021,8.0,0,2021-07-01,3,365.544,993.0710000000001,"[123.41499999999999, 118.751, 123.37800000000001]","[Timestamp('2021-07-13 00:00:00'), Timestamp('2021-08-16 00:00:00'), Timestamp('2021-09-16 00:00:00')]",21.80807680687695,26.154237625633293,365.544,242.12900000000002,123.37800000000001,0.0
3907734,San Joaquin,2021,7.0,0,2021-07-01,2,402.873,861.424,"[201.066, 201.807]","[Timestamp('2021-07-30 00:00:00'), Timestamp('2021-09-11 00:00:00')]",62.95070446784262,83.20583714262847,402.873,201.807,0.0,0.0
3907738,San Joaquin,2021,9.0,10,2021-07-01,3,488.71899999999994,1002.8439999999999,"[195.69899999999998, 167.87, 125.15]","[Timestamp('2021-07-06 00:00:00'), Timestamp('2021-08-07 00:00:00'), Timestamp('2021-08-30 00:00:00')]",6.882876992976413,11.036065489273094,488.71899999999994,293.02,125.15,0.0
3907862,San Joaquin,2021,9.0,0,2021-07-01,3,411.357,1037.779,"[175.63, 140.119, 95.608]","[Timestamp('2021-07-30 00:00:00'), Timestamp('2021-09-01 00:00:00'), Timestamp('2021-09-26 00:00:00')]",28.919770860824993,39.03002028214038,411.357,235.727,95.608,0.0
3907908,San Joaquin,2021,7.0,0,2021-07-01,2,234.15999999999997,718.766,"[89.996, 144.164]","[Timestamp('2021-07-11 00:00:00'), Timestamp('2021-08-28 00:00:00')]",23.63824301374364,18.159878556752655,234.15999999999997,144.164,0.0,0.0
3907975,San Joaquin,2021,8.0,0,2021-07-01,4,625.388,1012.4449999999999,"[188.77799999999996, 217.85300000000004, 132.687, 86.07000000000001]","[Timestamp('2021-07-04 00:00:00'), Timestamp('2021-08-08 00:00:00'), Timestamp('2021-09-01 00:00:00'), Timestamp('2021-09-21 00:00:00')]",14.167904050703122,29.06967578235277,625.388,436.61000000000007,218.757,86.07000000000001
3908018,San Joaquin,2021,9.0,0,2021-07-01,3,486.97399999999993,1229.993,"[188.95099999999996, 158.81900000000002, 139.20399999999998]","[Timestamp('2021-07-26 00:00:00'), Timestamp('2021-08-24 00:00:00'), Timestamp('2021-09-26 00:00:00')]",76.54433957934062,122.29364574248625,486.97399999999993,298.023,139.20399999999998,0.0
3908056,San Joaquin,2021,7.0,0,2021-07-01,2,278.836,816.428,"[148.45499999999998, 130.381]","[Timestamp('2021-07-25 00:00:00'), Timestamp('2021-08-22 00:00:00')]",27.12756744842816,24.816740147801557,278.836,130.381,0.0,0.0
3908063,San Joaquin,2021,5.0,0,2021-07-01,2,334.68000000000006,738.671,"[172.63400000000001, 162.04600000000002]","[Timestamp('2021-07-18 00:00:00'), Timestamp('2021-08-22 00:00:00')]",54.01929832327004,59.31489095417329,334.68000000000006,162.04600000000002,0.0,0.0
3908095,San Joaquin,2021,7.0,0,2021-07-01,3,502.922,928.6649999999998,"[182.435, 184.14600000000002, 136.341]","[Timestamp('2021-07-02 00:00:00'), Timestamp('2021-08-08 00:00:00'), Timestamp('2021-09-06 00:00:00')]",21.900627874985535,36.13617969863345,502.922,320.487,136.341,0.0
3908149,San Joaquin,2021,7.0,0,2021-07-01,3,496.566,945.8519999999999,"[137.505, 198.36099999999996, 160.7]","[Timestamp('2021-07-04 00:00:00'), Timestamp('2021-08-18 00:00:00'), Timestamp('2021-09-26 00:00:00')]",54.61336428112626,88.97355593051752,496.566,359.0609999999999,160.7,0.0
3908183,San Joaquin,2021,8.0,0,2021-07-01,3,421.0,973.501,"[151.856, 157.038, 112.106]","[Timestamp('2021-07-03 00:00:00'), Timestamp('2021-08-01 00:00:00'), Timestamp('2021-08-22 00:00:00')]",28.21529680724789,38.97191586565407,421.0,269.144,112.106,0.0
3908202,San Joaquin,2021,8.0,0,2021-07-01,3,592.654,1321.614,"[239.418, 210.049, 143.187]","[Timestamp('2021-07-18 00:00:00'), Timestamp('2021-08-23 00:00:00'), Timestamp('2021-09-22 00:00:00')]",45.83914464015682,89.12976518230806,592.654,353.236,143.187,0.0
3908270,San Joaquin,2021,7.0,8,2021-07-01,2,373.749,979.481,"[250.425, 123.32400000000001]","[Timestamp('2021-08-15 00:00:00'), Timestamp('2021-09-10 00:00:00')]",41.05384011583008,50.34065514911869,373.749,123.32400000000001,0.0,0.0
3908296,San Joaquin,2021,5.0,0,2021-07-01,3,563.7549999999999,898.483,"[237.63400000000001, 163.80499999999998, 162.31599999999997]","[Timestamp('2021-07-09 00:00:00'), Timestamp('2021-08-10 00:00:00'), Timestamp('2021-09-11 00:00:00')]",33.36229769106136,61.70656868380673,563.7549999999999,326.121,162.31599999999997,0.0
3908390,San Joaquin,2021,8.0,8,2021-07-01,2,300.10799999999995,788.1669999999999,"[227.57299999999998, 72.535]","[Timestamp('2021-08-04 00:00:00'), Timestamp('2021-08-24 00:00:00')]",14.226491814257695,14.007493456014592,300.10799999999995,72.535,0.0,0.0
3908412,San Joaquin,2021,7.0,0,2021-07-01,3,480.747,922.617,"[180.453, 171.488, 128.80599999999998]","[Timestamp('2021-07-11 00:00:00'), Timestamp('2021-08-11 00:00:00'), Timestamp('2021-09-06 00:00:00')]",22.61802819165527,35.67437401264336,480.747,300.294,128.80599999999998,0.0
3908417,San Joaquin,2021,6.0,0,2021-07-01,3,502.00000000000006,865.975,"[223.688, 164.34400000000002, 113.968]","[Timestamp('2021-07-08 00:00:00'), Timestamp('2021-08-09 00:00:00'), Timestamp('2021-09-01 00:00:00')]",70.39693462525143,115.94245794578814,502.00000000000006,278.312,113.968,0.0
