UniqueID,county,WY,n_cuttings,n_cp_season,cutoff_date,n_late_cuts,late_et_mm,total_et_mm,late_cycle_et_mm_list,late_cut_dates,area_acres,late_et_acft
1520547,Kern,2020,7.0,8,2020-07-01,3,542.525,966.439,"[178.194, 208.46200000000002, 155.869]","[Timestamp('2020-07-04 00:00:00'), Timestamp('2020-08-09 00:00:00'), Timestamp('2020-09-06 00:00:00')]",86.46401014127366,153.90054823456197
1520595,Kern,2020,8.0,8,2020-07-01,3,488.4630000000001,1084.984,"[141.69500000000002, 146.75000000000006, 200.018]","[Timestamp('2020-07-02 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-09-10 00:00:00')]",112.052360963854,179.57162858755584
1500019,Kern,2021,8.0,9,2021-07-01,1,98.232,754.873,[98.232],[Timestamp('2021-07-22 00:00:00')],76.00982328953661,24.49670919087192
1500041,Kern,2021,8.0,10,2021-07-01,2,312.588,1005.8159999999999,"[190.62, 121.968]","[Timestamp('2021-07-30 00:00:00'), Timestamp('2021-08-22 00:00:00')]",37.751425654883775,38.716019168664076
1500057,Kern,2021,8.0,8,2021-07-01,3,568.866,1093.223,"[238.71, 232.29, 97.866]","[Timestamp('2021-07-09 00:00:00'), Timestamp('2021-08-19 00:00:00'), Timestamp('2021-09-09 00:00:00')]",20.60993718624224,38.465526664661674
1500128,Kern,2021,8.0,10,2021-07-01,2,394.231,1057.879,"[294.329, 99.902]","[Timestamp('2021-08-14 00:00:00'), Timestamp('2021-09-03 00:00:00')]",75.0065646425164,97.0141502151702
1500145,Kern,2021,8.0,9,2021-07-01,3,498.9390000000001,1076.636,"[202.33400000000003, 182.019, 114.586]","[Timestamp('2021-07-09 00:00:00'), Timestamp('2021-08-11 00:00:00'), Timestamp('2021-09-03 00:00:00')]",74.201515616372,121.46335301875668
1500157,Kern,2021,8.0,8,2021-07-01,2,97.654,851.995,"[59.07000000000001, 38.583999999999996]","[Timestamp('2021-07-26 00:00:00'), Timestamp('2021-08-15 00:00:00')]",75.51325841492304,24.193476828250965
1500223,Kern,2021,6.0,7,2021-07-01,1,87.702,801.7560000000001,[87.702],[Timestamp('2021-07-17 00:00:00')],6.600945628401347,1.8993311466602851
1500264,Kern,2021,9.0,10,2021-07-01,3,360.32399999999996,782.7929999999999,"[159.46699999999998, 134.65400000000002, 66.20299999999999]","[Timestamp('2021-07-14 00:00:00'), Timestamp('2021-08-16 00:00:00'), Timestamp('2021-09-06 00:00:00')]",1.0963321502321313,1.296045884843315
1500285,Kern,2021,8.0,8,2021-07-01,3,442.433,1104.0099999999998,"[150.37800000000001, 157.60799999999998, 134.44699999999997]","[Timestamp('2021-07-06 00:00:00'), Timestamp('2021-08-02 00:00:00'), Timestamp('2021-09-01 00:00:00')]",112.80169747043784,163.73751121042724
1500657,Kern,2021,8.0,9,2021-07-01,2,386.19500000000005,1059.537,"[209.205, 176.99000000000004]","[Timestamp('2021-08-06 00:00:00'), Timestamp('2021-09-10 00:00:00')]",34.68752666748477,43.950621264269294
1500988,Kern,2021,8.0,10,2021-07-01,3,408.45000000000005,862.18,"[155.46, 169.037, 83.953]","[Timestamp('2021-07-04 00:00:00'), Timestamp('2021-08-09 00:00:00'), Timestamp('2021-08-29 00:00:00')]",12.378547968798275,16.58798529480202
1501006,Kern,2021,8.0,12,2021-07-01,2,357.919,1081.06,"[208.238, 149.68099999999998]","[Timestamp('2021-07-27 00:00:00'), Timestamp('2021-08-22 00:00:00')]",32.96922452425581,38.71493396488554
1501462,Kern,2021,7.0,9,2021-07-01,2,257.321,806.4200000000001,"[140.13400000000001, 117.18700000000001]","[Timestamp('2021-07-26 00:00:00'), Timestamp('2021-08-20 00:00:00')]",3.679054020117769,3.1059641060063137
1501463,Kern,2021,7.0,9,2021-07-01,2,280.75399999999996,920.726,"[163.33199999999997, 117.422]","[Timestamp('2021-07-28 00:00:00'), Timestamp('2021-08-20 00:00:00')]",6.9827696093602984,6.431891400611354
1501484,Kern,2021,8.0,9,2021-07-01,3,447.365,947.9390000000001,"[161.949, 157.551, 127.86500000000001]","[Timestamp('2021-07-03 00:00:00'), Timestamp('2021-08-03 00:00:00'), Timestamp('2021-08-31 00:00:00')]",35.81240178410654,52.56304174588852
1501754,Kern,2021,7.0,7,2021-07-01,2,263.82900000000006,749.17,"[167.00600000000003, 96.82300000000002]","[Timestamp('2021-07-25 00:00:00'), Timestamp('2021-08-20 00:00:00')]",6.9281169310449595,5.996844362863061
1502078,Kern,2021,7.0,8,2021-07-01,2,204.333,733.2000000000002,"[118.36399999999999, 85.96900000000001]","[Timestamp('2021-07-26 00:00:00'), Timestamp('2021-08-20 00:00:00')]",2.319162475600693,1.5547290883429015
1502089,Kern,2021,7.0,9,2021-07-01,3,441.5210000000001,915.907,"[185.181, 133.062, 123.278]","[Timestamp('2021-07-13 00:00:00'), Timestamp('2021-08-07 00:00:00'), Timestamp('2021-08-30 00:00:00')]",14.288298457707516,20.697453488666277
1502489,Kern,2021,8.0,8,2021-07-01,3,305.658,839.085,"[135.856, 111.32900000000001, 58.473]","[Timestamp('2021-07-26 00:00:00'), Timestamp('2021-08-21 00:00:00'), Timestamp('2021-09-10 00:00:00')]",8.877215422065422,8.902204433981867
1502906,Kern,2021,6.0,8,2021-07-01,3,497.2710000000001,852.2600000000001,"[218.94800000000004, 198.596, 79.727]","[Timestamp('2021-07-05 00:00:00'), Timestamp('2021-08-14 00:00:00'), Timestamp('2021-09-03 00:00:00')]",23.00018882236564,37.52403837233132
1503212,Kern,2021,8.0,11,2021-07-01,2,347.9870000000001,975.932,"[205.26300000000006, 142.724]","[Timestamp('2021-07-31 00:00:00'), Timestamp('2021-08-31 00:00:00')]",14.101070306821818,16.099045777099754
1503478,Kern,2021,7.0,7,2021-07-01,3,488.13300000000004,1002.337,"[184.14399999999998, 189.048, 114.941]","[Timestamp('2021-07-11 00:00:00'), Timestamp('2021-08-17 00:00:00'), Timestamp('2021-09-10 00:00:00')]",12.5043125395822,20.025484228621647
1503803,Kern,2021,8.0,9,2021-07-01,3,463.35400000000004,1037.817,"[197.76299999999998, 173.924, 91.66700000000002]","[Timestamp('2021-07-18 00:00:00'), Timestamp('2021-08-21 00:00:00'), Timestamp('2021-09-10 00:00:00')]",12.29053119762157,18.683946169759665
1504447,Kern,2021,8.0,9,2021-07-01,3,472.24600000000004,1013.066,"[201.584, 168.269, 102.39300000000001]","[Timestamp('2021-07-18 00:00:00'), Timestamp('2021-08-20 00:00:00'), Timestamp('2021-09-10 00:00:00')]",21.889107165680578,33.91418406353015
1504667,Kern,2021,8.0,10,2021-07-01,3,425.54100000000005,899.2520000000002,"[173.853, 145.81800000000004, 105.87000000000002]","[Timestamp('2021-07-09 00:00:00'), Timestamp('2021-08-14 00:00:00'), Timestamp('2021-09-10 00:00:00')]",10.396239885053859,14.514522037157823
1505800,Kern,2021,8.0,8,2021-07-01,3,380.438,999.444,"[159.014, 143.81699999999998, 77.607]","[Timestamp('2021-07-24 00:00:00'), Timestamp('2021-08-21 00:00:00'), Timestamp('2021-09-10 00:00:00')]",19.987515543180525,24.947540807796955
1505906,Kern,2021,7.0,7,2021-07-01,2,265.453,896.1320000000001,"[139.74399999999997, 125.709]","[Timestamp('2021-07-29 00:00:00'), Timestamp('2021-08-21 00:00:00')]",120.06190777653414,104.56297114502726
1506581,Kern,2021,8.0,12,2021-07-01,3,452.69300000000004,982.74,"[168.61100000000002, 152.92300000000003, 131.159]","[Timestamp('2021-07-08 00:00:00'), Timestamp('2021-08-08 00:00:00'), Timestamp('2021-09-05 00:00:00')]",11.123405492773664,16.520629274081983
1507111,Kern,2021,9.0,12,2021-07-01,3,372.07399999999996,981.7959999999999,"[190.79299999999998, 96.593, 84.68799999999999]","[Timestamp('2021-07-26 00:00:00'), Timestamp('2021-08-18 00:00:00'), Timestamp('2021-09-07 00:00:00')]",74.69108145648258,91.17654016351476
1507165,Kern,2021,7.0,8,2021-07-01,3,423.42100000000005,1030.2160000000001,"[170.01300000000003, 163.649, 89.75900000000001]","[Timestamp('2021-07-15 00:00:00'), Timestamp('2021-08-17 00:00:00'), Timestamp('2021-09-10 00:00:00')]",16.311166944797144,22.659089957129105
1507166,Kern,2021,8.0,11,2021-07-01,2,315.871,966.4490000000001,"[186.169, 129.702]","[Timestamp('2021-07-30 00:00:00'), Timestamp('2021-08-23 00:00:00')]",20.376944253810244,21.117079259827083
1507861,Kern,2021,7.0,9,2021-07-01,3,453.11699999999996,1064.286,"[137.59199999999998, 166.13, 149.395]","[Timestamp('2021-07-03 00:00:00'), Timestamp('2021-08-01 00:00:00'), Timestamp('2021-08-29 00:00:00')]",26.520960571413962,39.426174840017644
1508086,Kern,2021,7.0,7,2021-07-01,2,312.70000000000005,932.09,"[178.63400000000001, 134.066]","[Timestamp('2021-07-26 00:00:00'), Timestamp('2021-08-19 00:00:00')]",124.38004816193674,127.6038092527481
1508323,Kern,2021,7.0,8,2021-07-01,2,354.47299999999996,947.2239999999999,"[217.188, 137.285]","[Timestamp('2021-07-22 00:00:00'), Timestamp('2021-08-17 00:00:00')]",12.815595093611458,14.904141862262907
1508542,Kern,2021,6.0,9,2021-07-01,2,447.048,838.713,"[369.887, 77.161]","[Timestamp('2021-07-17 00:00:00'), Timestamp('2021-08-06 00:00:00')]",37.35031307643916,54.78143950195528
1509191,Kern,2021,7.0,7,2021-07-01,3,318.781,738.093,"[45.297, 189.421, 84.063]","[Timestamp('2021-07-16 00:00:00'), Timestamp('2021-08-21 00:00:00'), Timestamp('2021-09-10 00:00:00')]",37.781940909211286,39.51497672237298
1509319,Kern,2021,8.0,9,2021-07-01,2,418.254,878.779,"[149.691, 268.563]","[Timestamp('2021-07-08 00:00:00'), Timestamp('2021-09-01 00:00:00')]",25.09943534618653,34.442057845419626
1509495,Kern,2021,8.0,9,2021-07-01,2,323.255,1006.2059999999999,"[185.925, 137.32999999999998]","[Timestamp('2021-07-23 00:00:00'), Timestamp('2021-08-22 00:00:00')]",4.718870698901414,5.0045884113299755
1510333,Kern,2021,6.0,9,2021-07-01,2,225.65200000000002,629.4659999999999,"[166.747, 58.905]","[Timestamp('2021-07-16 00:00:00'), Timestamp('2021-08-05 00:00:00')]",16.17483318478479,11.974683260541529
1510459,Kern,2021,7.0,9,2021-07-01,2,266.459,682.666,"[191.15, 75.309]","[Timestamp('2021-07-02 00:00:00'), Timestamp('2021-07-22 00:00:00')]",35.35277114924669,30.9057219411323
1510646,Kern,2021,6.0,6,2021-07-01,2,296.1,874.2230000000002,"[180.03400000000005, 116.06599999999999]","[Timestamp('2021-07-28 00:00:00'), Timestamp('2021-08-22 00:00:00')]",59.77583762629286,58.069637536566
1510709,Kern,2021,7.0,9,2021-07-01,2,58.925,518.813,"[26.268, 32.657]","[Timestamp('2021-07-12 00:00:00'), Timestamp('2021-08-01 00:00:00')]",119.59487239248308,23.12049821432764
1510738,Kern,2021,9.0,9,2021-07-01,3,448.42999999999995,1038.2759999999998,"[147.892, 159.60199999999998, 140.936]","[Timestamp('2021-07-04 00:00:00'), Timestamp('2021-08-02 00:00:00'), Timestamp('2021-08-29 00:00:00')]",18.698624002969403,27.509921134027454
1512735,Kern,2021,6.0,6,2021-07-01,1,158.77399999999997,703.211,[158.77399999999997],[Timestamp('2021-07-10 00:00:00')],13.982401505219238,7.283601760464826
1514238,Kern,2021,8.0,11,2021-07-01,2,312.986,945.5619999999999,"[170.14499999999998, 142.841]","[Timestamp('2021-07-14 00:00:00'), Timestamp('2021-08-08 00:00:00')]",17.645836429520656,18.119749871161257
1514865,Kern,2021,5.0,6,2021-07-01,0,0.0,418.87199999999996,[],[],118.43680852075462,0.0
1515282,Kern,2021,7.0,7,2021-07-01,2,212.618,696.29,"[123.02900000000001, 89.589]","[Timestamp('2021-07-23 00:00:00'), Timestamp('2021-08-24 00:00:00')]",70.2748205834523,49.02129856565767
1515286,Kern,2021,9.0,9,2021-07-01,2,342.73699999999997,923.747,"[186.362, 156.375]","[Timestamp('2021-07-15 00:00:00'), Timestamp('2021-08-17 00:00:00')]",77.19320944145268,86.80107947616523
1515321,Kern,2021,6.0,8,2021-07-01,2,215.12,629.6679999999999,"[174.685, 40.435]","[Timestamp('2021-07-07 00:00:00'), Timestamp('2021-07-27 00:00:00')]",76.76615313456088,54.179576319903994
1515435,Kern,2021,7.0,8,2021-07-01,2,339.75800000000004,989.0450000000001,"[200.842, 138.91600000000003]","[Timestamp('2021-08-01 00:00:00'), Timestamp('2021-08-30 00:00:00')]",75.90912176162324,84.61526047075326
1515576,Kern,2021,7.0,8,2021-07-01,2,284.675,1048.406,"[148.505, 136.17000000000002]","[Timestamp('2021-07-23 00:00:00'), Timestamp('2021-08-17 00:00:00')]",73.71692599768512,68.84962568369755
1515588,Kern,2021,7.0,9,2021-07-01,3,380.84999999999997,698.532,"[123.52199999999998, 152.222, 105.106]","[Timestamp('2021-07-09 00:00:00'), Timestamp('2021-08-08 00:00:00'), Timestamp('2021-09-03 00:00:00')]",15.158556838364506,18.94073612825171
1515647,Kern,2021,6.0,7,2021-07-01,3,473.645,754.789,"[171.414, 205.501, 96.73]","[Timestamp('2021-07-02 00:00:00'), Timestamp('2021-08-11 00:00:00'), Timestamp('2021-09-01 00:00:00')]",72.02161936855418,111.91824116082299
1515691,Kern,2021,8.0,10,2021-07-01,3,349.182,966.447,"[162.996, 100.608, 85.578]","[Timestamp('2021-07-17 00:00:00'), Timestamp('2021-08-16 00:00:00'), Timestamp('2021-09-08 00:00:00')]",25.535548373348,29.253785604010506
1515758,Kern,2021,6.0,8,2021-07-01,1,177.40300000000002,788.225,[177.40300000000002],[Timestamp('2021-07-21 00:00:00')],28.65038104098088,16.67540534059426
1515809,Kern,2021,8.0,10,2021-07-01,3,468.47,1089.012,"[166.098, 171.468, 130.904]","[Timestamp('2021-07-14 00:00:00'), Timestamp('2021-08-14 00:00:00'), Timestamp('2021-09-09 00:00:00')]",19.574630836714533,30.085719514683916
1515863,Kern,2021,7.0,7,2021-07-01,2,226.713,875.1620000000001,"[184.171, 42.541999999999994]","[Timestamp('2021-08-02 00:00:00'), Timestamp('2021-08-22 00:00:00')]",13.402949732548494,9.969235376362423
1515885,Kern,2021,6.0,8,2021-07-01,2,268.934,682.0530000000001,"[240.33800000000002, 28.596]","[Timestamp('2021-07-27 00:00:00'), Timestamp('2021-08-16 00:00:00')]",51.51396489610169,45.45228554910831
1515921,Kern,2021,7.0,8,2021-07-01,2,288.091,777.577,"[153.26999999999998, 134.82100000000003]","[Timestamp('2021-07-22 00:00:00'), Timestamp('2021-08-22 00:00:00')]",74.22276936445965,70.15391026567107
1515941,Kern,2021,8.0,10,2021-07-01,3,523.068,1229.396,"[177.12199999999999, 177.25799999999995, 168.688]","[Timestamp('2021-07-10 00:00:00'), Timestamp('2021-08-09 00:00:00'), Timestamp('2021-09-10 00:00:00')]",28.151046753882486,48.31007783287337
1515970,Kern,2021,7.0,10,2021-07-01,3,427.3190000000001,1022.517,"[159.598, 119.16900000000001, 148.55200000000002]","[Timestamp('2021-07-12 00:00:00'), Timestamp('2021-08-08 00:00:00'), Timestamp('2021-09-07 00:00:00')]",76.79834739004552,107.66861223217477
1515998,Kern,2021,7.0,7,2021-07-01,3,416.124,818.784,"[127.82100000000001, 170.11100000000002, 118.192]","[Timestamp('2021-07-09 00:00:00'), Timestamp('2021-08-14 00:00:00'), Timestamp('2021-09-10 00:00:00')]",73.26041558444842,100.01777288275267
1516065,Kern,2021,7.0,10,2021-07-01,2,283.576,927.6859999999999,"[150.401, 133.17499999999998]","[Timestamp('2021-08-02 00:00:00'), Timestamp('2021-08-30 00:00:00')]",23.263803317982596,21.643885464895778
1516109,Kern,2021,7.0,11,2021-07-01,1,150.55900000000003,802.979,[150.55900000000003],[Timestamp('2021-07-21 00:00:00')],76.41083847280684,37.74389576649386
1516114,Kern,2021,7.0,9,2021-07-01,2,329.31600000000003,887.7260000000001,"[175.01999999999998, 154.29600000000002]","[Timestamp('2021-07-14 00:00:00'), Timestamp('2021-08-12 00:00:00')]",14.782398881386518,15.971392618184655
1516119,Kern,2021,7.0,7,2021-07-01,2,406.865,1003.415,"[183.17400000000004, 223.69099999999997]","[Timestamp('2021-07-21 00:00:00'), Timestamp('2021-09-03 00:00:00')]",57.101278590803965,76.22215129215044
1516142,Kern,2021,9.0,10,2021-07-01,3,408.4059999999999,940.9549999999999,"[180.53099999999995, 137.92399999999998, 89.95099999999998]","[Timestamp('2021-07-10 00:00:00'), Timestamp('2021-08-06 00:00:00'), Timestamp('2021-08-26 00:00:00')]",30.99110277641486,41.52543412239004
1516156,Kern,2021,6.0,8,2021-07-01,2,392.53399999999993,947.55,"[287.29999999999995, 105.234]","[Timestamp('2021-07-23 00:00:00'), Timestamp('2021-08-12 00:00:00')]",75.41067086233016,97.11696941034745
1516160,Kern,2021,7.0,10,2021-07-01,2,404.836,907.303,"[315.368, 89.46799999999999]","[Timestamp('2021-08-10 00:00:00'), Timestamp('2021-08-30 00:00:00')]",13.320771972389641,17.692677303852797
1516190,Kern,2021,8.0,12,2021-07-01,2,355.299,867.2099999999999,"[186.34900000000002, 168.95]","[Timestamp('2021-07-20 00:00:00'), Timestamp('2021-08-21 00:00:00')]",73.77803749714708,86.0015188474372
1516279,Kern,2021,9.0,10,2021-07-01,3,445.273,950.74,"[183.272, 128.565, 133.436]","[Timestamp('2021-07-01 00:00:00'), Timestamp('2021-07-28 00:00:00'), Timestamp('2021-08-22 00:00:00')]",36.09122245613433,52.72456330941701
1516355,Kern,2021,6.0,7,2021-07-01,0,0.0,520.7940000000001,[],[],60.97036172423693,0.0
1516376,Kern,2021,7.0,7,2021-07-01,2,307.184,963.2739999999999,"[179.602, 127.58200000000001]","[Timestamp('2021-07-29 00:00:00'), Timestamp('2021-08-24 00:00:00')]",154.12718417330123,155.3326933828457
1516472,Kern,2021,8.0,9,2021-07-01,3,461.70500000000004,1100.031,"[178.06500000000003, 200.534, 83.10600000000001]","[Timestamp('2021-07-16 00:00:00'), Timestamp('2021-08-21 00:00:00'), Timestamp('2021-09-10 00:00:00')]",76.58200060832485,116.00489695166216
1516499,Kern,2021,8.0,9,2021-07-01,2,377.548,1129.075,"[223.322, 154.22599999999997]","[Timestamp('2021-07-31 00:00:00'), Timestamp('2021-09-01 00:00:00')]",79.04783402163096,97.91453949868348
1516550,Kern,2021,7.0,8,2021-07-01,2,302.352,886.582,"[179.25599999999997, 123.096]","[Timestamp('2021-07-20 00:00:00'), Timestamp('2021-08-16 00:00:00')]",125.6225900262571,124.61365268903833
1516632,Kern,2021,8.0,10,2021-07-01,2,241.98700000000002,695.881,"[155.536, 86.45100000000001]","[Timestamp('2021-07-22 00:00:00'), Timestamp('2021-08-22 00:00:00')]",45.68988815038835,36.27414358217857
1516643,Kern,2021,7.0,10,2021-07-01,3,350.25,820.7199999999999,"[133.44599999999997, 117.94700000000002, 98.857]","[Timestamp('2021-07-09 00:00:00'), Timestamp('2021-08-06 00:00:00'), Timestamp('2021-08-30 00:00:00')]",6.571868031720637,7.551826699836459
1516653,Kern,2021,7.0,7,2021-07-01,2,330.42699999999996,899.415,"[186.051, 144.37599999999998]","[Timestamp('2021-07-28 00:00:00'), Timestamp('2021-08-25 00:00:00')]",32.01222898209268,34.703755859140216
1516694,Kern,2021,9.0,9,2021-07-01,3,397.826,1134.357,"[173.51200000000003, 113.56800000000001, 110.74600000000001]","[Timestamp('2021-07-25 00:00:00'), Timestamp('2021-08-17 00:00:00'), Timestamp('2021-09-06 00:00:00')]",77.03572990561361,100.54729752437873
1516723,Kern,2021,6.0,8,2021-07-01,2,345.963,895.9579999999999,"[262.357, 83.606]","[Timestamp('2021-07-23 00:00:00'), Timestamp('2021-08-12 00:00:00')]",78.7848058296739,89.42463182169118
1516762,Kern,2021,8.0,11,2021-07-01,3,529.01,1113.17,"[204.55200000000002, 173.191, 151.267]","[Timestamp('2021-07-06 00:00:00'), Timestamp('2021-08-05 00:00:00'), Timestamp('2021-09-07 00:00:00')]",72.82402024792772,126.3931592892265
1516772,Kern,2021,7.0,9,2021-07-01,0,0.0,610.45,[],[],128.55146231702543,0.0
1516864,Kern,2021,8.0,8,2021-07-01,2,266.385,785.98,"[170.336, 96.049]","[Timestamp('2021-07-13 00:00:00'), Timestamp('2021-08-02 00:00:00')]",77.02470915382844,67.31701820191138
1516893,Kern,2021,7.0,9,2021-07-01,3,506.67100000000005,1029.2330000000002,"[153.428, 193.306, 159.937]","[Timestamp('2021-07-03 00:00:00'), Timestamp('2021-08-05 00:00:00'), Timestamp('2021-09-01 00:00:00')]",77.37338431634211,128.6182742944402
1516928,Kern,2021,6.0,7,2021-07-01,2,325.98900000000003,600.9230000000001,"[288.01900000000006, 37.97]","[Timestamp('2021-07-30 00:00:00'), Timestamp('2021-08-19 00:00:00')]",43.956724759539775,47.012495891199514
1516958,Kern,2021,8.0,9,2021-07-01,2,299.82300000000004,978.4330000000001,"[192.35500000000005, 107.46799999999999]","[Timestamp('2021-08-02 00:00:00'), Timestamp('2021-08-24 00:00:00')]",35.685303212753595,35.102607169151646
1516977,Kern,2021,8.0,10,2021-07-01,3,547.604,1089.241,"[178.24400000000003, 191.233, 178.12699999999998]","[Timestamp('2021-07-01 00:00:00'), Timestamp('2021-08-03 00:00:00'), Timestamp('2021-09-04 00:00:00')]",38.65027950572476,69.43913273770637
1517026,Kern,2021,8.0,9,2021-07-01,2,287.87699999999995,896.813,"[168.33599999999998, 119.541]","[Timestamp('2021-07-28 00:00:00'), Timestamp('2021-08-20 00:00:00')]",36.165271157432024,34.15731550192932
1517053,Kern,2021,8.0,9,2021-07-01,3,332.53900000000004,918.4090000000001,"[114.981, 108.29400000000001, 109.26400000000002]","[Timestamp('2021-07-20 00:00:00'), Timestamp('2021-08-14 00:00:00'), Timestamp('2021-09-03 00:00:00')]",72.07552083507628,78.63491346120549
1517085,Kern,2021,7.0,8,2021-07-01,3,470.969,965.943,"[248.921, 115.782, 106.266]","[Timestamp('2021-07-10 00:00:00'), Timestamp('2021-08-14 00:00:00'), Timestamp('2021-09-03 00:00:00')]",75.82144567268676,117.15731773956566
1517200,Kern,2021,6.0,7,2021-07-01,2,362.344,932.539,"[205.99099999999999, 156.353]","[Timestamp('2021-07-22 00:00:00'), Timestamp('2021-08-17 00:00:00')]",150.28993007895687,178.66356438493943
1517206,Kern,2021,8.0,8,2021-07-01,2,105.17600000000002,593.556,"[70.61200000000001, 34.564]","[Timestamp('2021-07-03 00:00:00'), Timestamp('2021-08-02 00:00:00')]",91.7864451060445,31.672346294203862
1517225,Kern,2021,7.0,9,2021-07-01,2,317.679,857.6659999999999,"[196.386, 121.293]","[Timestamp('2021-07-16 00:00:00'), Timestamp('2021-08-12 00:00:00')]",75.00395426312578,78.17316662190134
1517243,Kern,2021,7.0,7,2021-07-01,2,377.771,988.242,"[209.79300000000003, 167.97799999999998]","[Timestamp('2021-07-10 00:00:00'), Timestamp('2021-08-06 00:00:00')]",18.648051586131373,23.11251015664185
1517318,Kern,2021,8.0,8,2021-07-01,3,246.97400000000002,664.1030000000001,"[121.095, 85.10000000000002, 40.778999999999996]","[Timestamp('2021-07-13 00:00:00'), Timestamp('2021-08-15 00:00:00'), Timestamp('2021-09-07 00:00:00')]",38.871699357709446,31.497044216440067
1517327,Kern,2021,8.0,10,2021-07-01,2,350.629,1058.4720000000002,"[260.839, 89.78999999999999]","[Timestamp('2021-08-07 00:00:00'), Timestamp('2021-08-27 00:00:00')]",73.69012961873023,84.77000150290604
1517342,Kern,2021,9.0,11,2021-07-01,3,460.26300000000003,950.98,"[193.267, 148.30499999999998, 118.691]","[Timestamp('2021-07-01 00:00:00'), Timestamp('2021-07-30 00:00:00'), Timestamp('2021-08-22 00:00:00')]",37.39975930133298,56.4754770843485
1517439,Kern,2021,6.0,7,2021-07-01,2,263.74199999999996,760.071,"[212.429, 51.31299999999999]","[Timestamp('2021-07-28 00:00:00'), Timestamp('2021-09-03 00:00:00')]",62.01570055720152,53.66189270458477
1517543,Kern,2021,8.0,8,2021-07-01,2,390.70700000000005,898.0060000000001,"[311.00300000000004, 79.704]","[Timestamp('2021-08-11 00:00:00'), Timestamp('2021-08-31 00:00:00')]",22.66358156523097,29.05124659647867
1517545,Kern,2021,7.0,12,2021-07-01,3,485.52,1005.707,"[175.92000000000002, 212.008, 97.592]","[Timestamp('2021-07-01 00:00:00'), Timestamp('2021-08-04 00:00:00'), Timestamp('2021-08-24 00:00:00')]",93.61078923988754,149.11387923802556
1517643,Kern,2021,8.0,8,2021-07-01,2,260.11199999999997,789.508,"[144.478, 115.63399999999999]","[Timestamp('2021-07-25 00:00:00'), Timestamp('2021-08-20 00:00:00')]",77.67440717994772,66.28623819025773
1517891,Kern,2021,7.0,8,2021-07-01,2,332.14599999999996,808.9399999999999,"[196.208, 135.938]","[Timestamp('2021-07-21 00:00:00'), Timestamp('2021-08-23 00:00:00')]",75.10391094597215,81.84207219508157
1517937,Kern,2021,8.0,9,2021-07-01,3,365.77899999999994,802.627,"[134.82799999999997, 161.227, 69.724]","[Timestamp('2021-07-03 00:00:00'), Timestamp('2021-08-05 00:00:00'), Timestamp('2021-08-25 00:00:00')]",20.13806014501893,24.166927499294218
1517940,Kern,2021,7.0,8,2021-07-01,2,458.92100000000005,1192.542,"[317.08700000000005, 141.834]","[Timestamp('2021-08-14 00:00:00'), Timestamp('2021-09-10 00:00:00')]",152.362001623988,229.40328788478413
1517941,Kern,2021,7.0,12,2021-07-01,2,267.589,849.1540000000001,"[148.585, 119.00399999999999]","[Timestamp('2021-07-29 00:00:00'), Timestamp('2021-08-22 00:00:00')]",75.00076208232247,65.84441904477227
1518000,Kern,2021,8.0,8,2021-07-01,3,458.767,1055.226,"[193.479, 139.041, 126.247]","[Timestamp('2021-07-04 00:00:00'), Timestamp('2021-08-03 00:00:00'), Timestamp('2021-08-27 00:00:00')]",70.84130911869325,106.6261642403397
1518002,Kern,2021,7.0,9,2021-07-01,2,301.94599999999997,947.472,"[165.658, 136.28799999999998]","[Timestamp('2021-07-24 00:00:00'), Timestamp('2021-08-17 00:00:00')]",38.84385394123211,38.48013885216296
1518004,Kern,2021,7.0,8,2021-07-01,3,401.46599999999995,884.979,"[172.945, 151.845, 76.67599999999999]","[Timestamp('2021-07-19 00:00:00'), Timestamp('2021-08-21 00:00:00'), Timestamp('2021-09-10 00:00:00')]",78.72676445595482,103.69461686048017
1518009,Kern,2021,7.0,7,2021-07-01,3,500.16099999999994,994.887,"[192.18999999999997, 187.41200000000003, 120.559]","[Timestamp('2021-07-11 00:00:00'), Timestamp('2021-08-16 00:00:00'), Timestamp('2021-09-10 00:00:00')]",53.23065299805193,87.3487422380533
1518056,Kern,2021,8.0,8,2021-07-01,2,330.34999999999997,985.2389999999999,"[190.87899999999996, 139.471]","[Timestamp('2021-08-02 00:00:00'), Timestamp('2021-09-03 00:00:00')]",81.69080141637116,88.5385703671201
1518064,Kern,2021,7.0,7,2021-07-01,3,392.735,701.9229999999999,"[160.338, 119.04599999999999, 113.35100000000003]","[Timestamp('2021-07-04 00:00:00'), Timestamp('2021-08-01 00:00:00'), Timestamp('2021-08-29 00:00:00')]",12.243228248191247,15.77540763140876
1518100,Kern,2021,8.0,10,2021-07-01,2,344.73,974.716,"[167.757, 176.973]","[Timestamp('2021-07-17 00:00:00'), Timestamp('2021-08-17 00:00:00')]",73.44588573108618,83.0675859188889
1518150,Kern,2021,7.0,9,2021-07-01,3,494.02200000000005,1052.29,"[190.934, 178.11300000000003, 124.975]","[Timestamp('2021-07-09 00:00:00'), Timestamp('2021-08-14 00:00:00'), Timestamp('2021-09-10 00:00:00')]",38.54726055622499,62.47767307909246
