UniqueID,county,WY,n_cuttings,n_cp_season,cutoff_date,n_late_cuts,late_et_mm,total_et_mm,late_cycle_et_mm_list,late_cut_dates,area_acres,late_et_acft
5014975,Stanislaus,2022,7.0,8,2022-07-01,4,472.42599999999993,712.5409999999999,"[154.048, 129.61599999999999, 92.919, 95.84299999999999]","[Timestamp('2022-07-01 00:00:00'), Timestamp('2022-07-26 00:00:00'), Timestamp('2022-08-21 00:00:00'), Timestamp('2022-09-10 00:00:00')]",18.60687845764201,28.839806962696798
5015168,Stanislaus,2022,8.0,10,2022-07-01,2,315.31600000000003,834.863,"[188.10500000000002, 127.21100000000001]","[Timestamp('2022-07-20 00:00:00'), Timestamp('2022-08-15 00:00:00')]",4.42651838629203,4.579239079698353
5015333,Stanislaus,2022,6.0,6,2022-07-01,2,334.53700000000003,935.251,"[195.788, 138.749]","[Timestamp('2022-08-07 00:00:00'), Timestamp('2022-09-04 00:00:00')]",14.127327862526876,15.505622969639612
5015450,Stanislaus,2022,7.0,8,2022-07-01,3,418.5470000000001,793.5640000000001,"[194.207, 147.28600000000003, 77.05400000000002]","[Timestamp('2022-07-19 00:00:00'), Timestamp('2022-08-17 00:00:00'), Timestamp('2022-09-06 00:00:00')]",7.89178249606402,10.836882835892743
5015487,Stanislaus,2022,9.0,10,2022-07-01,3,347.299,849.247,"[143.699, 96.548, 107.05199999999999]","[Timestamp('2022-07-25 00:00:00'), Timestamp('2022-08-19 00:00:00'), Timestamp('2022-09-10 00:00:00')]",6.94277533661943,7.910823266511127
5015594,Stanislaus,2022,7.0,8,2022-07-01,3,399.93,905.611,"[153.26500000000001, 127.245, 119.42]","[Timestamp('2022-07-17 00:00:00'), Timestamp('2022-08-14 00:00:00'), Timestamp('2022-09-09 00:00:00')]",3.784513170790095,4.965683570846728
5015652,Stanislaus,2022,7.0,7,2022-07-01,3,463.736,886.233,"[160.114, 210.725, 92.89699999999999]","[Timestamp('2022-07-02 00:00:00'), Timestamp('2022-08-12 00:00:00'), Timestamp('2022-09-01 00:00:00')]",11.869133746391855,18.05821721462196
5015700,Stanislaus,2022,6.0,0,2022-07-01,2,496.084,1127.913,"[272.71000000000004, 223.37399999999997]","[Timestamp('2022-08-01 00:00:00'), Timestamp('2022-09-09 00:00:00')]",104.87794559961807,170.69642639383508
5015718,Stanislaus,2022,7.0,9,2022-07-01,3,511.746,928.7659999999998,"[180.64799999999997, 209.468, 121.63]","[Timestamp('2022-07-01 00:00:00'), Timestamp('2022-08-08 00:00:00'), Timestamp('2022-09-01 00:00:00')]",19.426319805358062,32.61594965588178
5015764,Stanislaus,2022,7.0,0,2022-07-01,3,477.513,899.914,"[190.698, 159.89, 126.925]","[Timestamp('2022-07-16 00:00:00'), Timestamp('2022-08-15 00:00:00'), Timestamp('2022-09-09 00:00:00')]",5.237351969112243,8.20506447121619
5015798,Stanislaus,2022,8.0,8,2022-07-01,3,371.471,745.679,"[135.78799999999998, 136.186, 99.49699999999999]","[Timestamp('2022-07-13 00:00:00'), Timestamp('2022-08-13 00:00:00'), Timestamp('2022-09-04 00:00:00')]",38.905935715351525,47.416098576500474
5015801,Stanislaus,2022,7.0,8,2022-07-01,3,594.384,842.22,"[277.00800000000004, 176.14099999999996, 141.235]","[Timestamp('2022-07-09 00:00:00'), Timestamp('2022-08-14 00:00:00'), Timestamp('2022-09-10 00:00:00')]",8.538504838488576,16.650756758268354
5015867,Stanislaus,2022,8.0,8,2022-07-01,3,422.539,885.8190000000001,"[145.97799999999998, 152.04999999999998, 124.51100000000002]","[Timestamp('2022-07-02 00:00:00'), Timestamp('2022-08-03 00:00:00'), Timestamp('2022-08-31 00:00:00')]",6.8778059009163055,9.534584079945127
5016020,Stanislaus,2022,8.0,0,2022-07-01,3,430.46899999999994,943.9730000000001,"[173.454, 159.071, 97.94399999999999]","[Timestamp('2022-07-24 00:00:00'), Timestamp('2022-08-24 00:00:00'), Timestamp('2022-09-13 00:00:00')]",9.421360446083952,13.305786121605355
5016032,Stanislaus,2022,6.0,0,2022-07-01,3,373.7850000000001,795.651,"[136.174, 141.69400000000002, 95.917]","[Timestamp('2022-07-19 00:00:00'), Timestamp('2022-08-17 00:00:00'), Timestamp('2022-09-06 00:00:00')]",18.50387802042626,22.69183742081703
5016053,Stanislaus,2022,6.0,0,2022-07-01,2,365.83500000000004,827.721,"[200.776, 165.05900000000003]","[Timestamp('2022-08-07 00:00:00'), Timestamp('2022-09-06 00:00:00')]",30.46416880269607,36.56449866776351
5016223,Stanislaus,2022,8.0,0,2022-07-01,3,481.498,1001.09,"[217.774, 180.286, 83.43799999999999]","[Timestamp('2022-07-21 00:00:00'), Timestamp('2022-08-24 00:00:00'), Timestamp('2022-09-13 00:00:00')]",13.3685048000338,21.118465630599328
5016272,Stanislaus,2022,8.0,8,2022-07-01,3,425.70900000000006,806.5840000000001,"[88.828, 145.412, 191.46900000000002]","[Timestamp('2022-07-08 00:00:00'), Timestamp('2022-08-02 00:00:00'), Timestamp('2022-09-08 00:00:00')]",30.78734893536732,43.000169054876274
5016610,Stanislaus,2022,7.0,0,2022-07-01,3,377.597,691.278,"[158.75099999999998, 136.799, 82.047]","[Timestamp('2022-07-13 00:00:00'), Timestamp('2022-08-12 00:00:00'), Timestamp('2022-09-01 00:00:00')]",40.85073350178977,50.60733076796362
5016620,Stanislaus,2022,9.0,11,2022-07-01,3,489.38300000000004,1043.6040000000003,"[243.15500000000003, 150.291, 95.93700000000001]","[Timestamp('2022-07-24 00:00:00'), Timestamp('2022-08-21 00:00:00'), Timestamp('2022-09-10 00:00:00')]",22.338209614553666,35.86594499934094
5016799,Stanislaus,2022,7.0,11,2022-07-01,2,288.803,921.292,"[197.38600000000002, 91.41699999999999]","[Timestamp('2022-08-03 00:00:00'), Timestamp('2022-08-23 00:00:00')]",8.768633845439352,8.30842441097251
5016867,Stanislaus,2022,8.0,8,2022-07-01,3,384.50199999999995,792.402,"[149.097, 157.596, 77.809]","[Timestamp('2022-07-23 00:00:00'), Timestamp('2022-08-21 00:00:00'), Timestamp('2022-09-10 00:00:00')]",9.499699588534522,11.983771296557416
5016907,Stanislaus,2022,9.0,10,2022-07-01,2,335.23799999999994,1024.215,"[192.97899999999996, 142.25900000000001]","[Timestamp('2022-07-28 00:00:00'), Timestamp('2022-08-23 00:00:00')]",5.773011758812307,6.349517440947244
5016924,Stanislaus,2022,7.0,8,2022-07-01,3,462.12200000000007,863.3770000000001,"[156.43300000000002, 180.00700000000003, 125.68199999999999]","[Timestamp('2022-07-08 00:00:00'), Timestamp('2022-08-05 00:00:00'), Timestamp('2022-08-25 00:00:00')]",6.563116800046347,9.950658339471845
5017167,Stanislaus,2022,8.0,8,2022-07-01,3,409.801,978.5609999999999,"[141.80299999999997, 123.616, 144.382]","[Timestamp('2022-07-11 00:00:00'), Timestamp('2022-08-03 00:00:00'), Timestamp('2022-08-30 00:00:00')]",51.101609695977835,68.70567833012274
5017172,Stanislaus,2022,9.0,10,2022-07-01,3,455.727,770.3009999999999,"[236.876, 116.90800000000002, 101.943]","[Timestamp('2022-07-23 00:00:00'), Timestamp('2022-08-20 00:00:00'), Timestamp('2022-09-09 00:00:00')]",5.151879242474714,7.7029214945383
5017363,Stanislaus,2022,9.0,10,2022-07-01,3,458.095,1135.06,"[193.78200000000004, 162.13400000000001, 102.17899999999997]","[Timestamp('2022-07-24 00:00:00'), Timestamp('2022-08-21 00:00:00'), Timestamp('2022-09-10 00:00:00')]",95.81352934579438,144.00163623904749
5017382,Stanislaus,2022,7.0,7,2022-07-01,3,409.76200000000006,883.6129999999999,"[135.853, 165.078, 108.83099999999999]","[Timestamp('2022-07-05 00:00:00'), Timestamp('2022-08-06 00:00:00'), Timestamp('2022-08-26 00:00:00')]",8.980742653146972,12.07338277899872
5017462,Stanislaus,2022,6.0,0,2022-07-01,2,281.067,660.193,"[151.72899999999998, 129.338]","[Timestamp('2022-07-20 00:00:00'), Timestamp('2022-08-12 00:00:00')]",54.99862180190533,50.71619958660146
5017471,Stanislaus,2022,8.0,0,2022-07-01,3,376.16099999999994,856.869,"[115.216, 121.912, 139.033]","[Timestamp('2022-07-10 00:00:00'), Timestamp('2022-08-02 00:00:00'), Timestamp('2022-08-27 00:00:00')]",38.02430661357817,46.92670997398351
5017554,Stanislaus,2022,7.0,8,2022-07-01,2,381.83799999999997,882.047,"[200.15499999999994, 181.68300000000002]","[Timestamp('2022-07-21 00:00:00'), Timestamp('2022-08-24 00:00:00')]",3.4561228055335613,4.3296555768350515
5017819,Stanislaus,2022,7.0,7,2022-07-01,3,481.037,942.268,"[177.554, 178.649, 124.834]","[Timestamp('2022-07-08 00:00:00'), Timestamp('2022-08-05 00:00:00'), Timestamp('2022-08-25 00:00:00')]",13.519572208005657,21.336661601779582
5018095,Stanislaus,2022,6.0,6,2022-07-01,2,318.422,810.466,"[195.9, 122.522]","[Timestamp('2022-08-04 00:00:00'), Timestamp('2022-08-26 00:00:00')]",8.985640968877476,9.387223650235905
5018097,Stanislaus,2022,5.0,7,2022-07-01,2,525.096,781.8699999999999,"[298.162, 226.934]","[Timestamp('2022-08-03 00:00:00'), Timestamp('2022-09-10 00:00:00')]",79.42989982309564,136.83832899444957
5018412,Stanislaus,2022,7.0,9,2022-07-01,3,414.062,787.495,"[113.49100000000001, 212.754, 87.81700000000001]","[Timestamp('2022-07-08 00:00:00'), Timestamp('2022-08-21 00:00:00'), Timestamp('2022-09-10 00:00:00')]",8.367298818158613,11.366733868912046
5018464,Stanislaus,2022,8.0,9,2022-07-01,3,444.2420000000001,799.13,"[223.532, 77.202, 143.508]","[Timestamp('2022-07-20 00:00:00'), Timestamp('2022-08-12 00:00:00'), Timestamp('2022-09-10 00:00:00')]",9.51454276412672,13.867321215948762
5018467,Stanislaus,2022,8.0,12,2022-07-01,3,494.174,888.0419999999999,"[168.454, 175.55799999999996, 150.162]","[Timestamp('2022-07-08 00:00:00'), Timestamp('2022-08-11 00:00:00'), Timestamp('2022-09-10 00:00:00')]",31.393546850207393,50.89853878331492
5018565,Stanislaus,2022,7.0,7,2022-07-01,2,267.19199999999995,767.8969999999999,"[144.29599999999996, 122.896]","[Timestamp('2022-07-27 00:00:00'), Timestamp('2022-08-22 00:00:00')]",18.121305088467494,15.885392877945556
5018567,Stanislaus,2022,9.0,9,2022-07-01,3,401.312,1018.237,"[145.475, 137.72, 118.11699999999999]","[Timestamp('2022-07-13 00:00:00'), Timestamp('2022-08-13 00:00:00'), Timestamp('2022-09-03 00:00:00')]",15.219520802476058,20.038636260771888
5018694,Stanislaus,2022,8.0,0,2022-07-01,3,310.334,656.7,"[148.708, 98.672, 62.95400000000001]","[Timestamp('2022-07-10 00:00:00'), Timestamp('2022-08-04 00:00:00'), Timestamp('2022-08-24 00:00:00')]",19.748298946715444,20.106852379691567
5019268,Stanislaus,2022,7.0,0,2022-07-01,2,381.47399999999993,1034.262,"[207.51199999999997, 173.962]","[Timestamp('2022-07-31 00:00:00'), Timestamp('2022-09-01 00:00:00')]",48.05699204932107,60.1459743603107
5019300,Stanislaus,2022,8.0,0,2022-07-01,3,487.167,1013.3729999999999,"[219.85199999999998, 178.904, 88.41099999999999]","[Timestamp('2022-07-21 00:00:00'), Timestamp('2022-08-24 00:00:00'), Timestamp('2022-09-13 00:00:00')]",8.886837335205106,14.203982559317145
5019571,Stanislaus,2022,7.0,0,2022-07-01,2,357.05999999999995,975.132,"[209.56299999999996, 147.49699999999996]","[Timestamp('2022-08-04 00:00:00'), Timestamp('2022-09-01 00:00:00')]",8.321944675770698,9.748797788486499
5019610,Stanislaus,2022,7.0,0,2022-07-01,3,332.102,701.3640000000001,"[123.22, 96.744, 112.13799999999999]","[Timestamp('2022-07-26 00:00:00'), Timestamp('2022-08-25 00:00:00'), Timestamp('2022-09-23 00:00:00')]",12.237558168526554,13.333718972716552
5019641,Stanislaus,2022,6.0,7,2022-07-01,2,433.662,843.428,"[264.57099999999997, 169.091]","[Timestamp('2022-07-28 00:00:00'), Timestamp('2022-08-25 00:00:00')]",37.93944058186359,53.97930997904241
5019772,Stanislaus,2022,7.0,0,2022-07-01,2,370.122,963.32,"[228.60899999999998, 141.51300000000003]","[Timestamp('2022-08-10 00:00:00'), Timestamp('2022-09-06 00:00:00')]",18.04883899839568,21.916904159331388
5019916,Stanislaus,2022,9.0,9,2022-07-01,2,322.855,996.2439999999999,"[191.36399999999998, 131.491]","[Timestamp('2022-08-05 00:00:00'), Timestamp('2022-08-31 00:00:00')]",35.07262282888454,37.15016943379107
5020253,Stanislaus,2022,7.0,0,2022-07-01,2,316.164,845.027,"[160.02200000000002, 156.142]","[Timestamp('2022-07-28 00:00:00'), Timestamp('2022-08-27 00:00:00')]",23.71526264452859,24.599449799031287
5020303,Stanislaus,2022,6.0,0,2022-07-01,2,379.273,904.144,"[208.58400000000003, 170.689]","[Timestamp('2022-08-03 00:00:00'), Timestamp('2022-09-06 00:00:00')]",7.759191273910307,9.655025433168582
5020323,Stanislaus,2022,8.0,8,2022-07-01,3,370.074,802.756,"[159.243, 114.59400000000001, 96.23700000000001]","[Timestamp('2022-07-20 00:00:00'), Timestamp('2022-08-14 00:00:00'), Timestamp('2022-09-03 00:00:00')]",12.376195074603544,15.026601102489607
5020357,Stanislaus,2022,7.0,9,2022-07-01,2,469.519,890.7120000000001,"[342.449, 127.07000000000001]","[Timestamp('2022-08-02 00:00:00'), Timestamp('2022-08-24 00:00:00')]",40.49634523341067,62.38124513663302
5020369,Stanislaus,2022,9.0,9,2022-07-01,3,590.874,1012.138,"[182.94200000000004, 311.551, 96.38100000000001]","[Timestamp('2022-07-01 00:00:00'), Timestamp('2022-08-21 00:00:00'), Timestamp('2022-09-10 00:00:00')]",35.39762389813298,68.62052369811491
5020465,Stanislaus,2022,4.0,0,2022-07-01,2,408.72299999999996,730.3019999999999,"[209.76300000000003, 198.95999999999995]","[Timestamp('2022-07-23 00:00:00'), Timestamp('2022-08-27 00:00:00')]",69.51717233421542,93.21938066915197
5000010,Stanislaus,2023,4.0,0,2023-07-01,2,438.07699999999994,542.6289999999999,"[310.15899999999993, 127.91799999999999]","[Timestamp('2023-07-07 00:00:00'), Timestamp('2023-08-07 00:00:00')]",28.779002501285195,41.362923486730686
5000074,Stanislaus,2023,7.0,7,2023-07-01,1,80.74299999999998,567.0279999999999,[80.74299999999998],[Timestamp('2023-07-11 00:00:00')],9.896757646394132,2.621699155652235
5000336,Stanislaus,2023,8.0,8,2023-07-01,3,394.332,876.289,"[114.717, 156.55, 123.06500000000001]","[Timestamp('2023-07-16 00:00:00'), Timestamp('2023-08-11 00:00:00'), Timestamp('2023-09-06 00:00:00')]",17.442513219882393,22.56607979994312
5000395,Stanislaus,2023,7.0,7,2023-07-01,2,398.957,889.117,"[295.86400000000003, 103.09299999999999]","[Timestamp('2023-08-21 00:00:00'), Timestamp('2023-09-10 00:00:00')]",6.767780288767057,8.858442653102488
5000466,Stanislaus,2023,7.0,8,2023-07-01,2,319.345,769.0720000000001,"[189.73800000000003, 129.60700000000003]","[Timestamp('2023-07-28 00:00:00'), Timestamp('2023-08-19 00:00:00')]",13.67431565245532,14.32685148304903
5000477,Stanislaus,2023,6.0,7,2023-07-01,3,474.56800000000004,773.9329999999999,"[198.55300000000003, 181.63299999999998, 94.38199999999999]","[Timestamp('2023-07-14 00:00:00'), Timestamp('2023-08-15 00:00:00'), Timestamp('2023-09-04 00:00:00')]",2.484585328634102,3.868453708133952
5000512,Stanislaus,2023,3.0,0,2023-07-01,0,0.0,366.1089999999999,[],[],6.6977604218825375,0.0
5000585,Stanislaus,2023,7.0,7,2023-07-01,3,453.18300000000005,740.998,"[177.31900000000002, 183.096, 92.76800000000001]","[Timestamp('2023-07-18 00:00:00'), Timestamp('2023-08-18 00:00:00'), Timestamp('2023-09-07 00:00:00')]",25.28647058088112,37.5964520907331
5000606,Stanislaus,2023,4.0,0,2023-07-01,2,409.38599999999997,614.603,"[235.16700000000003, 174.21899999999997]","[Timestamp('2023-07-21 00:00:00'), Timestamp('2023-08-24 00:00:00')]",5.706575533565154,7.6646723470607085
5000646,Stanislaus,2023,2.0,0,2023-07-01,1,91.92200000000001,129.80700000000002,[91.92200000000001],[Timestamp('2023-09-27 00:00:00')],16.615500148066605,5.010925211976964
5000856,Stanislaus,2023,6.0,0,2023-07-01,2,298.59200000000004,572.421,"[168.04200000000003, 130.55]","[Timestamp('2023-07-29 00:00:00'), Timestamp('2023-08-27 00:00:00')]",4.4925465326584355,4.401044797505078
5000877,Stanislaus,2023,3.0,0,2023-07-01,0,0.0,422.661,[],[],39.210875137223425,0.0
5000988,Stanislaus,2023,5.0,5,2023-07-01,2,723.5260000000001,969.956,"[417.233, 306.293]","[Timestamp('2023-07-21 00:00:00'), Timestamp('2023-09-10 00:00:00')]",7.473067160104624,17.739364796856492
5001040,Stanislaus,2023,7.0,8,2023-07-01,2,250.019,630.947,"[129.815, 120.20400000000001]","[Timestamp('2023-07-12 00:00:00'), Timestamp('2023-08-03 00:00:00')]",11.809026585312216,9.686617512576033
5001566,Stanislaus,2023,7.0,7,2023-07-01,3,430.44500000000005,853.7990000000001,"[84.045, 191.455, 154.94500000000002]","[Timestamp('2023-07-01 00:00:00'), Timestamp('2023-08-06 00:00:00'), Timestamp('2023-09-10 00:00:00')]",5.6290224056037825,7.949424374606694
5001575,Stanislaus,2023,7.0,9,2023-07-01,2,305.61199999999997,724.491,"[224.42899999999997, 81.18300000000002]","[Timestamp('2023-07-08 00:00:00'), Timestamp('2023-08-03 00:00:00')]",48.829939047371624,48.960024055594936
5001702,Stanislaus,2023,8.0,8,2023-07-01,2,315.56,834.0799999999999,"[176.765, 138.79500000000002]","[Timestamp('2023-07-28 00:00:00'), Timestamp('2023-08-24 00:00:00')]",4.340032772978143,4.493243903677764
5001743,Stanislaus,2023,9.0,0,2023-07-01,3,388.078,917.4939999999999,"[153.78199999999998, 152.83599999999998, 81.46000000000001]","[Timestamp('2023-07-27 00:00:00'), Timestamp('2023-08-30 00:00:00'), Timestamp('2023-09-23 00:00:00')]",4.679189286336181,5.9576457344579135
5002172,Stanislaus,2023,8.0,8,2023-07-01,2,371.793,725.646,"[304.274, 67.519]","[Timestamp('2023-08-21 00:00:00'), Timestamp('2023-09-10 00:00:00')]",13.799781606266418,16.83288124258074
5002248,Stanislaus,2023,8.0,8,2023-07-01,3,395.21299999999997,777.065,"[138.315, 158.638, 98.25999999999999]","[Timestamp('2023-07-03 00:00:00'), Timestamp('2023-08-02 00:00:00'), Timestamp('2023-08-24 00:00:00')]",12.748803105035798,16.530487931596166
5002350,Stanislaus,2023,7.0,8,2023-07-01,3,354.115,613.774,"[134.01, 130.54299999999998, 89.562]","[Timestamp('2023-07-13 00:00:00'), Timestamp('2023-08-06 00:00:00'), Timestamp('2023-08-26 00:00:00')]",5.37395872753031,6.243436334643686
5002450,Stanislaus,2023,6.0,6,2023-07-01,2,403.9,854.933,"[315.97499999999997, 87.925]","[Timestamp('2023-08-21 00:00:00'), Timestamp('2023-09-10 00:00:00')]",16.552866709618986,21.934720682464263
5002503,Stanislaus,2023,4.0,0,2023-07-01,1,73.48400000000001,246.65300000000002,[73.48400000000001],[Timestamp('2023-08-15 00:00:00')],14.086935100863046,3.396208461128019
5002827,Stanislaus,2023,7.0,8,2023-07-01,3,443.336,809.8180000000001,"[153.194, 167.291, 122.851]","[Timestamp('2023-07-09 00:00:00'), Timestamp('2023-08-12 00:00:00'), Timestamp('2023-09-08 00:00:00')]",45.38067074151871,66.0068406950851
5002950,Stanislaus,2023,7.0,7,2023-07-01,2,435.61400000000003,890.609,"[288.795, 146.819]","[Timestamp('2023-08-09 00:00:00'), Timestamp('2023-09-10 00:00:00')]",5.992669932650629,8.564602756042229
5003163,Stanislaus,2023,7.0,7,2023-07-01,2,431.69499999999994,713.934,"[297.14099999999996, 134.55399999999997]","[Timestamp('2023-08-12 00:00:00'), Timestamp('2023-09-10 00:00:00')]",1.2163985570166977,1.722812254171008
5003406,Stanislaus,2023,6.0,6,2023-07-01,2,367.018,647.748,"[172.2, 194.81799999999998]","[Timestamp('2023-07-21 00:00:00'), Timestamp('2023-08-30 00:00:00')]",1.2160031923263546,1.4642226366182216
5003518,Stanislaus,2023,5.0,0,2023-07-01,2,245.98000000000002,481.5,"[143.15800000000002, 102.822]","[Timestamp('2023-07-22 00:00:00'), Timestamp('2023-08-22 00:00:00')]",1.3088286679514292,1.0562522170035844
5004061,Stanislaus,2023,8.0,9,2023-07-01,3,395.3129999999999,836.6929999999999,"[141.39199999999997, 190.81899999999996, 63.102000000000004]","[Timestamp('2023-07-08 00:00:00'), Timestamp('2023-08-18 00:00:00'), Timestamp('2023-09-08 00:00:00')]",1.3616586322840734,1.7660149570344936
5004109,Stanislaus,2023,6.0,7,2023-07-01,3,429.53999999999996,650.96,"[80.142, 129.23000000000002, 220.16799999999998]","[Timestamp('2023-07-04 00:00:00'), Timestamp('2023-07-28 00:00:00'), Timestamp('2023-09-10 00:00:00')]",0.8287898794360677,1.167973769071419
5004160,Stanislaus,2023,7.0,7,2023-07-01,2,365.484,789.268,"[215.149, 150.33499999999998]","[Timestamp('2023-08-03 00:00:00'), Timestamp('2023-09-04 00:00:00')]",1.330286379244236,1.5951390650646335
5004262,Stanislaus,2023,6.0,6,2023-07-01,1,71.782,551.269,[71.782],[Timestamp('2023-07-05 00:00:00')],27.2770264220378,6.423882908880305
5004631,Stanislaus,2023,6.0,8,2023-07-01,3,402.63300000000004,629.291,"[211.38000000000002, 115.20100000000001, 76.052]","[Timestamp('2023-07-26 00:00:00'), Timestamp('2023-08-21 00:00:00'), Timestamp('2023-09-10 00:00:00')]",18.28851091509889,24.158654905771034
5004633,Stanislaus,2023,3.0,0,2023-07-01,1,112.90499999999999,248.036,[112.90499999999999],[Timestamp('2023-09-04 00:00:00')],16.99070719453127,6.2937526108876405
5004708,Stanislaus,2023,5.0,5,2023-07-01,2,726.1510000000001,977.2950000000001,"[390.57900000000006, 335.572]","[Timestamp('2023-07-19 00:00:00'), Timestamp('2023-09-10 00:00:00')]",10.586758908437993,25.22173742821902
5004787,Stanislaus,2023,8.0,8,2023-07-01,2,267.622,750.7,"[149.144, 118.478]","[Timestamp('2023-07-17 00:00:00'), Timestamp('2023-08-06 00:00:00')]",23.003470696599226,20.197620848967446
5004929,Stanislaus,2023,6.0,0,2023-07-01,3,512.521,843.114,"[157.87, 163.78, 190.87099999999998]","[Timestamp('2023-07-07 00:00:00'), Timestamp('2023-08-06 00:00:00'), Timestamp('2023-09-13 00:00:00')]",46.84222840074174,78.76517631947688
5005120,Stanislaus,2023,7.0,0,2023-07-01,3,531.4159999999999,837.7409999999999,"[173.005, 202.15499999999997, 156.256]","[Timestamp('2023-07-13 00:00:00'), Timestamp('2023-08-19 00:00:00'), Timestamp('2023-09-25 00:00:00')]",8.330102108966962,14.523456503736174
5005151,Stanislaus,2023,7.0,0,2023-07-01,3,405.79100000000005,672.0160000000001,"[150.00400000000002, 174.92600000000002, 80.86099999999999]","[Timestamp('2023-07-22 00:00:00'), Timestamp('2023-08-24 00:00:00'), Timestamp('2023-09-13 00:00:00')]",28.11066862616391,37.42472550026142
5005408,Stanislaus,2023,8.0,0,2023-07-01,3,433.47900000000004,875.981,"[155.096, 152.941, 125.442]","[Timestamp('2023-07-06 00:00:00'), Timestamp('2023-08-02 00:00:00'), Timestamp('2023-08-27 00:00:00')]",39.6140796664539,56.33816154768625
5005509,Stanislaus,2023,6.0,0,2023-07-01,2,369.35900000000004,711.053,"[218.824, 150.535]","[Timestamp('2023-08-16 00:00:00'), Timestamp('2023-09-19 00:00:00')]",18.60866073798537,22.550119165096913
5006140,Stanislaus,2023,3.0,0,2023-07-01,1,231.094,614.602,[231.094],[Timestamp('2023-08-02 00:00:00')],10.65603815855967,8.079220742172534
5006297,Stanislaus,2023,3.0,0,2023-07-01,2,769.6180000000002,819.9740000000002,"[422.8630000000001, 346.755]","[Timestamp('2023-07-20 00:00:00'), Timestamp('2023-09-13 00:00:00')]",7.726395716737988,19.5090984866288
5006331,Stanislaus,2023,8.0,8,2023-07-01,2,307.933,755.866,"[183.447, 124.486]","[Timestamp('2023-07-29 00:00:00'), Timestamp('2023-08-20 00:00:00')]",15.042017971249605,15.196632939438333
5006369,Stanislaus,2023,8.0,9,2023-07-01,4,494.42600000000004,877.086,"[167.1, 128.375, 113.199, 85.75200000000001]","[Timestamp('2023-07-01 00:00:00'), Timestamp('2023-07-24 00:00:00'), Timestamp('2023-08-16 00:00:00'), Timestamp('2023-09-05 00:00:00')]",3.5646453581832356,5.782327250213598
5006391,Stanislaus,2023,6.0,0,2023-07-01,3,517.1700000000001,897.5060000000001,"[168.28300000000002, 171.99300000000002, 176.894]","[Timestamp('2023-07-07 00:00:00'), Timestamp('2023-08-08 00:00:00'), Timestamp('2023-09-13 00:00:00')]",45.64420119208,77.4468882234515
5006767,Stanislaus,2023,7.0,8,2023-07-01,1,132.08599999999998,620.0690000000001,[132.08599999999998],[Timestamp('2023-07-18 00:00:00')],46.35784079083489,20.08931023194953
5006891,Stanislaus,2023,5.0,7,2023-07-01,2,343.851,814.3910000000001,"[218.60100000000003, 125.24999999999999]","[Timestamp('2023-08-02 00:00:00'), Timestamp('2023-08-22 00:00:00')]",38.71178665918249,43.67154381412914
5006986,Stanislaus,2023,3.0,0,2023-07-01,0,0.0,229.541,[],[],78.39211131241369,0.0
5007151,Stanislaus,2023,6.0,0,2023-07-01,2,444.486,889.601,"[291.126, 153.36]","[Timestamp('2023-08-10 00:00:00'), Timestamp('2023-09-12 00:00:00')]",2.3349510404108136,3.4050296855250686
5007256,Stanislaus,2023,6.0,6,2023-07-01,2,428.1360000000001,851.4020000000002,"[284.9630000000001, 143.173]","[Timestamp('2023-08-09 00:00:00'), Timestamp('2023-09-10 00:00:00')]",6.16129641495362,8.654438326484854
5007325,Stanislaus,2023,5.0,0,2023-07-01,1,92.77300000000001,440.023,[92.77300000000001],[Timestamp('2023-09-24 00:00:00')],33.668554695755226,10.24781110495177
5007463,Stanislaus,2023,6.0,0,2023-07-01,2,470.6199999999999,918.6329999999999,"[313.9709999999999, 156.649]","[Timestamp('2023-08-10 00:00:00'), Timestamp('2023-09-12 00:00:00')]",8.235639676217758,12.71606543445407
5007465,Stanislaus,2023,7.0,0,2023-07-01,3,403.49199999999996,773.532,"[141.441, 146.969, 115.082]","[Timestamp('2023-07-02 00:00:00'), Timestamp('2023-08-02 00:00:00'), Timestamp('2023-08-27 00:00:00')]",7.079976188834293,9.372420447457763
5007605,Stanislaus,2023,5.0,0,2023-07-01,3,504.711,752.575,"[209.064, 188.145, 107.50200000000002]","[Timestamp('2023-07-17 00:00:00'), Timestamp('2023-08-22 00:00:00'), Timestamp('2023-09-16 00:00:00')]",2.4279392850568486,4.02036635334753
5007669,Stanislaus,2023,6.0,0,2023-07-01,2,474.8960000000001,940.6690000000001,"[310.61300000000006, 164.28300000000002]","[Timestamp('2023-08-09 00:00:00'), Timestamp('2023-09-13 00:00:00')]",25.014977235208118,38.97477896683529
5007815,Stanislaus,2023,8.0,0,2023-07-01,4,459.238,747.174,"[143.296, 120.388, 112.55000000000001, 83.004]","[Timestamp('2023-07-04 00:00:00'), Timestamp('2023-07-29 00:00:00'), Timestamp('2023-08-25 00:00:00'), Timestamp('2023-09-16 00:00:00')]",14.094736398380704,21.236346962334505
5007920,Stanislaus,2023,4.0,0,2023-07-01,1,342.52099999999996,620.874,[342.52099999999996],[Timestamp('2023-09-15 00:00:00')],10.032589613694977,11.274188409030238
5007964,Stanislaus,2023,7.0,0,2023-07-01,2,397.89,849.0469999999999,"[184.846, 213.044]","[Timestamp('2023-07-20 00:00:00'), Timestamp('2023-08-27 00:00:00')]",15.910784795808254,20.77015145145717
