UniqueID,county,WY,n_cuttings,n_cp_season,et_cum_minET_to_last_cut_mm,cut_match_ratio,gdd5_mean
3906348,San Joaquin,2024,5,7,307.132,0.7142857142857143,2323.10986328125
3906372,San Joaquin,2024,6,0,766.037,,3024.076171875
3906396,San Joaquin,2024,4,0,475.38,,2301.817626953125
3906431,San Joaquin,2024,5,5,586.474,1.0,3131.46240234375
3906515,San Joaquin,2024,3,4,257.525,0.75,2065.20263671875
3906537,San Joaquin,2024,4,4,519.9079999999999,1.0,2052.5009765625
3906729,San Joaquin,2024,4,5,758.489,0.8,3522.8720703125
3906736,San Joaquin,2024,6,7,1037.949,0.8571428571428571,3916.1591796875
3906756,San Joaquin,2024,2,0,284.06500000000005,,1286.1448974609375
3906767,San Joaquin,2024,4,4,378.859,1.0,2665.324951171875
3906890,San Joaquin,2024,5,5,715.5049999999999,1.0,4248.5302734375
3907002,San Joaquin,2024,3,0,420.011,,1686.822998046875
3907075,San Joaquin,2024,7,0,1048.898,,4343.9169921875
3907128,San Joaquin,2024,1,0,217.94599999999997,,651.3030395507812
3907236,San Joaquin,2024,5,6,929.209,0.8333333333333334,3833.0146484375
3907239,San Joaquin,2024,3,0,636.828,,2057.387451171875
3907295,San Joaquin,2024,2,0,317.63200000000006,,1290.3824462890625
3907299,San Joaquin,2024,4,0,355.71599999999995,,1651.3211669921875
3907458,San Joaquin,2024,3,0,519.9680000000001,,2448.46923828125
3907460,San Joaquin,2024,2,0,230.987,,815.4158325195312
3907473,San Joaquin,2024,7,10,1014.1279999999999,0.7,4279.60302734375
3907537,San Joaquin,2024,3,0,451.558,,2126.528076171875
3907590,San Joaquin,2024,6,7,668.461,0.8571428571428571,3423.9111328125
3907689,San Joaquin,2024,6,6,479.494,1.0,2315.83349609375
3907734,San Joaquin,2024,4,5,410.966,0.8,2326.98583984375
3907738,San Joaquin,2024,7,0,1047.556,,4115.7109375
3907862,San Joaquin,2024,2,0,448.94399999999996,,1887.7757568359375
3907908,San Joaquin,2024,4,0,666.647,,3276.3291015625
3907975,San Joaquin,2024,4,4,777.87,1.0,2411.718994140625
3908018,San Joaquin,2024,5,5,822.099,1.0,3739.86669921875
3908056,San Joaquin,2024,6,6,799.2009999999999,1.0,4167.611328125
3908063,San Joaquin,2024,4,0,532.243,,2183.222900390625
3908095,San Joaquin,2024,6,6,940.9559999999999,1.0,4271.2041015625
3908149,San Joaquin,2024,5,5,779.926,1.0,3733.430908203125
3908183,San Joaquin,2024,5,5,420.924,1.0,2568.13623046875
3908202,San Joaquin,2024,5,5,1069.719,1.0,3565.633056640625
3908270,San Joaquin,2024,4,0,789.561,,2907.21826171875
3908296,San Joaquin,2024,5,5,877.9939999999999,1.0,3522.2333984375
3908390,San Joaquin,2024,6,8,794.5790000000001,0.75,3234.18115234375
3908412,San Joaquin,2024,4,4,423.81699999999995,1.0,2039.700927734375
3908417,San Joaquin,2024,5,0,802.478,,2967.519287109375
3908519,San Joaquin,2024,4,4,816.932,1.0,2626.15478515625
3908609,San Joaquin,2024,5,6,679.929,0.8333333333333334,3137.58203125
3908673,San Joaquin,2024,2,0,565.269,,2418.8642578125
3908754,San Joaquin,2024,7,0,1054.0929999999998,,4139.8271484375
3908768,San Joaquin,2024,2,0,279.168,,1298.268310546875
3908793,San Joaquin,2024,4,0,259.384,,2016.86767578125
3908827,San Joaquin,2024,2,0,406.2180000000001,,1286.179931640625
3908908,San Joaquin,2024,5,5,912.03,1.0,3792.06591796875
3908910,San Joaquin,2024,4,0,734.7470000000001,,3307.398681640625
3908931,San Joaquin,2024,5,6,639.221,0.8333333333333334,3124.10888671875
3908971,San Joaquin,2024,8,0,1228.1409999999998,,4456.18505859375
3908976,San Joaquin,2024,5,0,955.2660000000001,,3407.955078125
3909030,San Joaquin,2024,5,5,763.3910000000001,1.0,3660.33837890625
3909120,San Joaquin,2024,2,0,322.565,,1158.0218505859375
3909138,San Joaquin,2024,2,0,304.318,,1280.9049072265625
3909143,San Joaquin,2024,4,0,547.552,,2536.673828125
3909157,San Joaquin,2024,6,0,888.691,,3748.126220703125
3909171,San Joaquin,2024,5,6,842.22,0.8333333333333334,3835.37646484375
3909181,San Joaquin,2024,4,0,589.015,,2622.35986328125
3909247,San Joaquin,2024,1,0,188.34900000000002,,642.5116577148438
3909248,San Joaquin,2024,7,0,929.0680000000002,,3749.220947265625
3909269,San Joaquin,2024,4,0,802.759,,3015.0234375
3909294,San Joaquin,2024,7,0,1051.8319999999999,,4332.2900390625
3909376,San Joaquin,2024,7,0,938.899,,3447.7451171875
3909403,San Joaquin,2024,5,6,750.624,0.8333333333333334,3530.2060546875
3909417,San Joaquin,2024,6,0,717.359,,3574.98486328125
3909531,San Joaquin,2024,5,0,829.8679999999999,,2968.356201171875
3909555,San Joaquin,2024,4,0,565.787,,2103.47509765625
3909556,San Joaquin,2024,2,0,233.81,,1234.532470703125
3909706,San Joaquin,2024,4,7,827.073,0.5714285714285714,3179.882568359375
3909740,San Joaquin,2024,7,0,1145.629,,4424.455078125
3909829,San Joaquin,2024,3,0,476.807,,1969.830078125
3909842,San Joaquin,2024,4,0,542.943,,2724.930908203125
3909974,San Joaquin,2024,4,0,667.8119999999999,,3185.547607421875
3909993,San Joaquin,2024,3,0,220.346,,2176.81494140625
3910008,San Joaquin,2024,4,0,383.841,,1825.5589599609375
3910021,San Joaquin,2024,6,0,1107.508,,4209.546875
3910040,San Joaquin,2024,6,7,577.6270000000001,0.8571428571428571,3424.5810546875
3910288,San Joaquin,2024,6,6,795.903,1.0,3325.66259765625
3910342,San Joaquin,2024,4,4,488.29799999999994,1.0,2604.406982421875
3910368,San Joaquin,2024,4,0,519.1750000000001,,2482.53564453125
3910443,San Joaquin,2024,2,0,266.221,,1294.505859375
3910469,San Joaquin,2024,6,0,844.78,,3605.25
3910510,San Joaquin,2024,5,5,829.3589999999999,1.0,3402.635009765625
3910544,San Joaquin,2024,4,0,461.401,,3039.9951171875
3910595,San Joaquin,2024,5,0,956.4019999999998,,3571.787109375
3910629,San Joaquin,2024,5,5,591.1170000000001,1.0,3085.577392578125
3910660,San Joaquin,2024,5,6,1019.103,0.8333333333333334,4092.048095703125
3910674,San Joaquin,2024,4,0,552.399,,1853.54638671875
3910714,San Joaquin,2024,2,0,254.65799999999993,,1293.06689453125
3910721,San Joaquin,2024,7,0,944.943,,4563.9150390625
3910750,San Joaquin,2024,5,0,1031.62,,3600.986572265625
3910771,San Joaquin,2024,8,0,978.8339999999998,,4303.23828125
3910786,San Joaquin,2024,6,0,1212.068,,4518.44091796875
3910795,San Joaquin,2024,5,5,499.59700000000004,1.0,3246.38525390625
3910805,San Joaquin,2024,6,0,1124.453,,4116.47119140625
3910858,San Joaquin,2024,5,6,746.278,0.8333333333333334,3501.517578125
3910885,San Joaquin,2024,3,3,599.1590000000001,1.0,2893.5068359375
3910917,San Joaquin,2024,1,0,202.67799999999997,,645.1533203125
3910956,San Joaquin,2024,3,0,415.948,,2134.06298828125
3910977,San Joaquin,2024,6,0,784.2810000000001,,3247.923828125
3911050,San Joaquin,2024,2,0,239.998,,1088.327880859375
3911110,San Joaquin,2024,3,0,405.4530000000001,,1617.6650390625
3911185,San Joaquin,2024,4,0,498.04699999999997,,2122.263916015625
3911204,San Joaquin,2024,6,0,842.009,,3748.50341796875
3911208,San Joaquin,2024,6,7,846.838,0.8571428571428571,4276.2802734375
3911213,San Joaquin,2024,6,0,950.664,,3459.10302734375
3911318,San Joaquin,2024,6,0,1021.427,,3398.564453125
3911340,San Joaquin,2024,3,0,371.894,,1988.3564453125
3911342,San Joaquin,2024,3,0,252.21599999999998,,1607.719970703125
3911355,San Joaquin,2024,3,0,295.904,,1177.829833984375
3911376,San Joaquin,2024,1,0,79.295,,645.7312622070312
3911451,San Joaquin,2024,4,0,322.27099999999996,,1867.157470703125
3911547,San Joaquin,2024,4,4,268.444,1.0,2211.46484375
3911566,San Joaquin,2024,3,0,488.7700000000001,,2181.93505859375
3911679,San Joaquin,2024,6,0,1149.0890000000002,,4240.49609375
3911703,San Joaquin,2024,5,5,981.625,1.0,3826.366455078125
3911724,San Joaquin,2024,2,0,253.12900000000005,,1199.8900146484375
3911735,San Joaquin,2024,6,0,944.832,,3476.97509765625
3911741,San Joaquin,2024,5,0,298.123,,1898.248291015625
3911766,San Joaquin,2024,1,0,226.11,,647.189208984375
3911796,San Joaquin,2024,5,0,838.906,,3479.40234375
3911830,San Joaquin,2024,5,5,874.48,1.0,3238.5390625
3911930,San Joaquin,2024,5,5,854.787,1.0,3441.406005859375
3911943,San Joaquin,2024,4,0,561.326,,2773.81884765625
3912222,San Joaquin,2024,5,6,936.402,0.8333333333333334,3721.810302734375
3912234,San Joaquin,2024,3,3,168.382,1.0,1460.308837890625
3912261,San Joaquin,2024,1,0,123.289,,639.1383056640625
3912281,San Joaquin,2024,6,0,954.9839999999999,,3632.0537109375
3912410,San Joaquin,2024,6,0,1013.388,,3883.804931640625
3912439,San Joaquin,2024,4,4,424.006,1.0,2173.60595703125
3912482,San Joaquin,2024,5,0,1012.752,,3402.4521484375
3912485,San Joaquin,2024,2,0,275.488,,1286.13623046875
3912583,San Joaquin,2024,5,5,598.3480000000001,1.0,2776.49560546875
3912622,San Joaquin,2024,3,0,841.78,,3172.93359375
3912702,San Joaquin,2024,5,0,454.3590000000001,,2150.610107421875
3912751,San Joaquin,2024,5,0,839.1379999999999,,2978.45751953125
3912807,San Joaquin,2024,7,0,944.991,,4043.5810546875
3912818,San Joaquin,2024,3,0,528.745,,2119.742431640625
3912899,San Joaquin,2024,5,0,613.3340000000001,,2711.6435546875
3912966,San Joaquin,2024,5,5,792.5539999999999,1.0,3363.89208984375
3912973,San Joaquin,2024,5,0,857.624,,2890.409912109375
3913175,San Joaquin,2024,3,0,438.28600000000006,,2417.477783203125
3913268,San Joaquin,2024,5,0,1005.9259999999999,,3830.182373046875
3913285,San Joaquin,2024,5,0,739.8599999999999,,2945.69140625
3913299,San Joaquin,2024,1,0,165.19299999999998,,639.4324951171875
3913443,San Joaquin,2024,3,0,236.67999999999995,,1765.67919921875
3913478,San Joaquin,2024,5,5,439.916,1.0,3262.614013671875
3913536,San Joaquin,2024,8,0,1218.884,,4455.7138671875
3913552,San Joaquin,2024,8,0,926.792,,4342.2041015625
3913687,San Joaquin,2024,3,0,215.25799999999998,,2178.291015625
3913720,San Joaquin,2024,5,0,904.081,,3266.988037109375
3913772,San Joaquin,2024,3,0,499.142,,2413.9638671875
3913776,San Joaquin,2024,7,0,1075.7619999999997,,4108.67529296875
3913790,San Joaquin,2024,5,0,989.407,,3411.6611328125
3913809,San Joaquin,2024,6,7,468.13599999999997,0.8571428571428571,2410.7919921875
3913862,San Joaquin,2024,3,4,228.91899999999998,0.75,1803.060791015625
3913944,San Joaquin,2024,7,0,719.352,,3467.42236328125
3913962,San Joaquin,2024,4,0,553.505,,2651.654052734375
3914030,San Joaquin,2024,5,0,867.6850000000001,,4003.9130859375
3914051,San Joaquin,2024,4,0,526.009,,2482.7109375
3914121,San Joaquin,2024,2,0,263.034,,953.4358520507812
3914184,San Joaquin,2024,4,4,445.84999999999997,1.0,2167.79638671875
3914240,San Joaquin,2024,4,4,692.127,1.0,2296.862060546875
3914291,San Joaquin,2024,4,0,517.117,,2725.500732421875
3914323,San Joaquin,2024,1,0,215.74099999999996,,647.886962890625
3914482,San Joaquin,2024,4,0,542.463,,2815.3388671875
3914501,San Joaquin,2024,5,6,560.74,0.8333333333333334,2793.2451171875
3914521,San Joaquin,2024,7,7,1000.1719999999999,1.0,4268.337890625
3914522,San Joaquin,2024,5,5,876.043,1.0,3328.7509765625
3914523,San Joaquin,2024,6,7,468.29100000000005,0.8571428571428571,3263.10888671875
3914525,San Joaquin,2024,6,6,822.5609999999999,1.0,4108.52734375
3914608,San Joaquin,2024,5,5,536.0129999999999,1.0,2528.236328125
3914724,San Joaquin,2024,4,4,310.431,1.0,2013.967041015625
3914763,San Joaquin,2024,6,7,599.0640000000001,0.8571428571428571,3658.833984375
3914846,San Joaquin,2024,4,4,431.313,1.0,1782.789306640625
3914933,San Joaquin,2024,5,5,677.0329999999999,1.0,4087.8173828125
3914939,San Joaquin,2024,5,7,799.2819999999999,0.7142857142857143,2948.7412109375
3915008,San Joaquin,2024,5,5,831.9380000000001,1.0,3396.672119140625
3915077,San Joaquin,2024,6,7,454.80500000000006,0.8571428571428571,3011.90185546875
3915090,San Joaquin,2024,5,6,909.8670000000001,0.8333333333333334,3774.889892578125
3915182,San Joaquin,2024,5,7,751.689,0.7142857142857143,3213.80419921875
3915248,San Joaquin,2024,7,7,1009.8689999999999,1.0,3799.67431640625
3915266,San Joaquin,2024,6,7,285.03700000000003,0.8571428571428571,2812.12939453125
3915270,San Joaquin,2024,5,5,811.4710000000001,1.0,3503.9150390625
3915300,San Joaquin,2024,6,6,796.1990000000001,1.0,3639.125
3915341,San Joaquin,2024,5,8,870.1380000000001,0.625,3422.81689453125
3915388,San Joaquin,2024,5,6,777.353,0.8333333333333334,3771.43896484375
3915397,San Joaquin,2024,5,6,684.4970000000001,0.8333333333333334,3814.41259765625
3915583,San Joaquin,2024,7,8,1014.5810000000001,0.875,4212.80517578125
3915670,San Joaquin,2024,5,6,745.257,0.8333333333333334,3810.056884765625
3915947,San Joaquin,2024,5,5,498.34799999999996,1.0,2222.861083984375
3916123,San Joaquin,2024,5,5,1050.117,1.0,3536.68115234375
3916136,San Joaquin,2024,5,6,644.711,0.8333333333333334,3016.3408203125
3916170,San Joaquin,2024,5,5,823.291,1.0,3832.62744140625
3916241,San Joaquin,2024,5,6,996.447,0.8333333333333334,3782.40087890625
3916341,San Joaquin,2024,5,5,444.11,1.0,2163.8115234375
3916553,San Joaquin,2024,6,8,948.5869999999999,0.75,4278.865234375
3917109,San Joaquin,2024,5,5,1077.0949999999998,1.0,3641.1025390625
3917158,San Joaquin,2024,5,5,589.972,1.0,3042.496337890625
3917179,San Joaquin,2024,6,6,1122.893,1.0,4226.0390625
3917234,San Joaquin,2024,5,5,879.96,1.0,3187.85009765625
3917278,San Joaquin,2024,5,5,687.242,1.0,3783.047607421875
3917340,San Joaquin,2024,6,6,281.49100000000004,1.0,2097.629150390625
3917359,San Joaquin,2024,5,6,439.427,0.8333333333333334,2178.006103515625
3917365,San Joaquin,2024,5,5,749.7520000000001,1.0,3752.97998046875
3917456,San Joaquin,2024,6,6,363.288,1.0,2660.853515625
3917457,San Joaquin,2024,5,7,411.24899999999997,0.7142857142857143,3448.553955078125
3917472,San Joaquin,2024,4,5,409.059,0.8,2297.24755859375
3917479,San Joaquin,2024,5,6,855.1299999999999,0.8333333333333334,3342.599853515625
3917560,San Joaquin,2024,3,3,249.591,1.0,1654.3399658203125
3917596,San Joaquin,2024,5,6,481.59999999999997,0.8333333333333334,3125.28173828125
3917701,San Joaquin,2024,5,6,788.812,0.8333333333333334,2956.625732421875
3917737,San Joaquin,2024,5,5,946.9350000000001,1.0,3215.203857421875
3917748,San Joaquin,2024,4,4,408.573,1.0,2213.328125
3917750,San Joaquin,2024,5,6,568.9080000000001,0.8333333333333334,2980.46142578125
3917755,San Joaquin,2024,5,5,906.4530000000001,1.0,4158.96923828125
3917825,San Joaquin,2024,5,5,780.974,1.0,3021.5986328125
3917828,San Joaquin,2024,2,0,131.82999999999998,,1347.36328125
3917858,San Joaquin,2024,4,0,473.7809999999999,,2412.8408203125
3917893,San Joaquin,2024,3,0,400.14599999999996,,1626.0760498046875
3918001,San Joaquin,2024,2,0,174.139,,1206.856201171875
3918103,San Joaquin,2024,5,0,978.1790000000001,,3227.1005859375
3918135,San Joaquin,2024,4,0,610.429,,2805.8251953125
3918272,San Joaquin,2024,5,5,485.51300000000003,1.0,2360.39501953125
3918288,San Joaquin,2024,4,5,258.991,0.8,1958.89892578125
3918932,San Joaquin,2024,5,5,881.8820000000001,1.0,3722.9326171875
3919123,San Joaquin,2024,5,5,934.5730000000001,1.0,3494.9150390625
3919317,San Joaquin,2024,5,5,704.976,1.0,3064.080078125
3919342,San Joaquin,2024,5,7,679.538,0.7142857142857143,3046.5888671875
3919365,San Joaquin,2024,6,6,632.6850000000001,1.0,3107.67333984375
3919421,San Joaquin,2024,5,7,892.5849999999999,0.7142857142857143,3713.412109375
3919821,San Joaquin,2024,5,6,627.3530000000001,0.8333333333333334,3129.681396484375
3919877,San Joaquin,2024,7,7,630.1020000000001,1.0,3600.283935546875
3919895,San Joaquin,2024,6,8,807.857,0.75,3580.908203125
3919927,San Joaquin,2024,7,8,867.266,0.875,3721.876708984375
3920082,San Joaquin,2024,5,6,538.275,0.8333333333333334,2658.942626953125
3920100,San Joaquin,2024,6,7,678.6980000000001,0.8571428571428571,3136.7763671875
3920143,San Joaquin,2024,6,7,853.6659999999999,0.8571428571428571,3666.99365234375
3920144,San Joaquin,2024,6,6,768.847,1.0,4020.21142578125
3920147,San Joaquin,2024,6,7,794.5509999999999,0.8571428571428571,3804.116455078125
3920175,San Joaquin,2024,5,5,755.7669999999999,1.0,3576.9931640625
3920213,San Joaquin,2024,5,5,813.7650000000001,1.0,3420.244140625
3920265,San Joaquin,2024,5,6,817.484,0.8333333333333334,3407.07373046875
3920274,San Joaquin,2024,4,5,286.323,0.8,2018.017578125
3920310,San Joaquin,2024,5,5,1037.394,1.0,3876.208984375
3920327,San Joaquin,2024,6,7,472.751,0.8571428571428571,3593.011474609375
3920387,San Joaquin,2024,5,5,449.579,1.0,2136.81005859375
3920416,San Joaquin,2024,5,5,657.099,1.0,3376.59375
3920445,San Joaquin,2024,6,6,788.943,1.0,3986.672607421875
3920459,San Joaquin,2024,5,5,465.79200000000003,1.0,2411.840087890625
3920466,San Joaquin,2024,5,8,497.24799999999993,0.625,2834.81005859375
3920475,San Joaquin,2024,5,5,1052.445,1.0,3633.00390625
5000010,Stanislaus,2019,6,0,1008.5160000000001,,3732.082763671875
5000074,Stanislaus,2019,7,0,852.307,,3350.4287109375
5000336,Stanislaus,2019,9,9,1041.3990000000001,1.0,3923.1591796875
5000395,Stanislaus,2019,7,0,1024.991,,3814.614013671875
5000466,Stanislaus,2019,6,0,1099.0420000000001,,4268.32958984375
5000477,Stanislaus,2019,6,0,943.33,,3667.188720703125
5000512,Stanislaus,2019,8,0,973.285,,3969.903564453125
5000585,Stanislaus,2019,8,0,973.5500000000001,,3924.812255859375
5000606,Stanislaus,2019,7,0,861.47,,3460.948974609375
5000646,Stanislaus,2019,7,0,1094.814,,4020.14990234375
5000856,Stanislaus,2019,7,0,1018.0610000000001,,4222.8828125
5000877,Stanislaus,2019,6,0,967.073,,3466.396728515625
5000988,Stanislaus,2019,6,0,857.5780000000001,,3474.5224609375
5001040,Stanislaus,2019,7,0,1029.829,,3899.52392578125
5001566,Stanislaus,2019,4,0,771.0899999999999,,2734.0361328125
5001575,Stanislaus,2019,7,0,1122.6109999999999,,4322.18896484375
5001702,Stanislaus,2019,6,0,947.8919999999999,,3673.38134765625
5001743,Stanislaus,2019,5,0,819.9419999999999,,3273.17724609375
5002172,Stanislaus,2019,6,0,1093.698,,4222.8828125
5002248,Stanislaus,2019,8,0,960.0450000000001,,4150.4462890625
5002350,Stanislaus,2019,6,6,814.6220000000001,1.0,3917.23388671875
5002450,Stanislaus,2019,5,5,934.9470000000001,1.0,3373.5263671875
5002503,Stanislaus,2019,8,8,910.299,1.0,3856.624755859375
5002827,Stanislaus,2019,8,8,1049.106,1.0,4071.27783203125
5002950,Stanislaus,2019,7,0,1048.2140000000002,,4218.017578125
5003163,Stanislaus,2019,6,0,897.1999999999999,,4253.333984375
5003406,Stanislaus,2019,9,9,933.7,1.0,4116.66357421875
5003518,Stanislaus,2019,6,0,627.182,,3164.548828125
5004061,Stanislaus,2019,8,0,991.6190000000001,,4096.7275390625
5004109,Stanislaus,2019,8,0,903.325,,4357.3466796875
5004160,Stanislaus,2019,7,0,1011.215,,4088.3701171875
5004262,Stanislaus,2019,9,9,1091.992,1.0,4098.826171875
5004631,Stanislaus,2019,8,0,992.719,,4374.4208984375
5004633,Stanislaus,2019,7,7,941.02,1.0,3908.181884765625
5004708,Stanislaus,2019,6,0,868.0520000000001,,3474.5224609375
5004787,Stanislaus,2019,5,0,909.75,,3161.64990234375
5004929,Stanislaus,2019,7,0,1110.836,,3969.98486328125
5005120,Stanislaus,2019,8,0,1127.7140000000002,,4189.4951171875
5005151,Stanislaus,2019,8,0,1013.154,,4014.326171875
5005408,Stanislaus,2019,10,11,1000.249,0.9090909090909091,4048.03759765625
5005509,Stanislaus,2019,8,0,995.8000000000001,,3981.842041015625
5006140,Stanislaus,2019,7,0,1019.32,,4319.443359375
5006297,Stanislaus,2019,6,0,861.542,,3437.88134765625
5006331,Stanislaus,2019,8,0,941.973,,3607.67822265625
5006369,Stanislaus,2019,7,8,945.6580000000001,0.875,4053.558837890625
5006391,Stanislaus,2019,8,8,1135.9730000000002,1.0,3968.87744140625
5006767,Stanislaus,2019,9,0,1070.53,,4319.974609375
5006891,Stanislaus,2019,7,0,1077.563,,4015.8662109375
5006986,Stanislaus,2019,6,0,984.5840000000001,,3524.60009765625
5007151,Stanislaus,2019,7,0,990.089,,4218.787109375
5007256,Stanislaus,2019,7,0,1013.2180000000001,,4218.017578125
5007325,Stanislaus,2019,7,0,946.793,,3581.572265625
5007463,Stanislaus,2019,7,0,1074.199,,4218.96923828125
5007465,Stanislaus,2019,8,0,1041.109,,4235.705078125
5007605,Stanislaus,2019,5,0,730.433,,4126.400390625
5007669,Stanislaus,2019,8,8,1071.607,1.0,4034.89013671875
5007815,Stanislaus,2019,7,0,973.11,,4077.89794921875
5007920,Stanislaus,2019,7,0,999.6270000000001,,3919.277587890625
5007964,Stanislaus,2019,5,0,771.945,,2714.033935546875
5007973,Stanislaus,2019,6,0,908.2699999999998,,3414.436279296875
5007982,Stanislaus,2019,7,0,957.192,,4061.2099609375
5007994,Stanislaus,2019,8,0,1040.679,,4219.2705078125
5008095,Stanislaus,2019,7,7,1111.172,1.0,4047.113037109375
5008124,Stanislaus,2019,8,8,964.54,1.0,3931.482421875
5008145,Stanislaus,2019,7,0,939.3720000000001,,3778.920166015625
5008285,Stanislaus,2019,5,0,771.522,,3090.03662109375
5008385,Stanislaus,2019,6,7,1037.8,0.8571428571428571,4017.72021484375
5008405,Stanislaus,2019,8,0,984.05,,4141.736328125
5008626,Stanislaus,2019,7,0,1058.3139999999999,,3891.1337890625
5008669,Stanislaus,2019,6,0,894.1729999999999,,3467.33251953125
5008705,Stanislaus,2019,7,0,1059.8919999999998,,4022.841796875
5008706,Stanislaus,2019,9,0,928.6850000000001,,4087.40234375
5008715,Stanislaus,2019,7,0,1049.8519999999999,,4023.05517578125
5008771,Stanislaus,2019,7,8,888.1199999999999,0.875,3701.818359375
5008839,Stanislaus,2019,7,0,776.809,,3058.15087890625
5009008,Stanislaus,2019,5,6,957.113,0.8333333333333334,3767.296630859375
5009014,Stanislaus,2019,5,0,664.6400000000001,,2543.02978515625
5009132,Stanislaus,2019,5,0,728.284,,2728.2568359375
5009170,Stanislaus,2019,6,0,1059.883,,3525.170166015625
5009176,Stanislaus,2019,8,0,929.047,,4090.495849609375
5009298,Stanislaus,2019,9,0,1046.295,,4308.62646484375
5009317,Stanislaus,2019,8,0,1014.891,,3981.842041015625
5009377,Stanislaus,2019,5,0,732.766,,2851.456787109375
5009399,Stanislaus,2019,6,0,974.9060000000002,,3786.097900390625
5009607,Stanislaus,2019,7,0,950.635,,3816.219970703125
5009618,Stanislaus,2019,8,0,925.9060000000001,,3756.492919921875
5009871,Stanislaus,2019,6,0,964.9929999999999,,3590.115966796875
5010062,Stanislaus,2019,9,11,984.7789999999999,0.8181818181818182,4062.16162109375
5010078,Stanislaus,2019,7,7,809.961,1.0,3507.4267578125
5010092,Stanislaus,2019,8,9,1021.032,0.8888888888888888,3897.0283203125
5010243,Stanislaus,2019,9,9,1060.245,1.0,3836.333740234375
5010563,Stanislaus,2019,6,7,1011.529,0.8571428571428571,3883.622314453125
5010653,Stanislaus,2019,7,9,950.3989999999999,0.7777777777777778,3673.702392578125
5010668,Stanislaus,2019,6,7,931.274,0.8571428571428571,3845.528564453125
5010683,Stanislaus,2019,7,8,992.813,0.875,3989.48291015625
5010910,Stanislaus,2019,7,7,965.596,1.0,3564.965087890625
5011074,Stanislaus,2019,7,9,936.2449999999999,0.7777777777777778,3536.396728515625
5011107,Stanislaus,2019,8,9,837.492,0.8888888888888888,3894.388671875
5011120,Stanislaus,2019,8,9,807.77,0.8888888888888888,3780.82421875
5011130,Stanislaus,2019,8,9,1090.372,0.8888888888888888,3945.70166015625
5011188,Stanislaus,2019,8,8,834.311,1.0,3953.486328125
5011292,Stanislaus,2019,7,10,989.5039999999999,0.7,3861.509765625
5011407,Stanislaus,2019,7,8,863.7710000000001,0.875,3829.8701171875
5011410,Stanislaus,2019,8,8,1106.0929999999998,1.0,4125.2919921875
5011427,Stanislaus,2019,5,6,861.734,0.8333333333333334,3770.16162109375
5011581,Stanislaus,2019,7,7,937.5,1.0,3878.722900390625
5011698,Stanislaus,2019,7,7,1048.9740000000002,1.0,4021.470947265625
5012083,Stanislaus,2019,7,8,1052.96,0.875,4100.796875
5012135,Stanislaus,2019,7,7,959.3279999999999,1.0,3476.310791015625
5012141,Stanislaus,2019,8,10,1051.9770000000003,0.8,4109.201171875
5012210,Stanislaus,2019,11,12,1001.12,0.9166666666666666,4039.08740234375
5012570,Stanislaus,2019,8,8,1082.897,1.0,3803.220947265625
5012590,Stanislaus,2019,8,8,976.5910000000001,1.0,3805.69091796875
5012668,Stanislaus,2019,8,9,1001.136,0.8888888888888888,3766.287841796875
5012704,Stanislaus,2019,8,12,983.12,0.6666666666666666,4121.7041015625
5012717,Stanislaus,2019,8,8,865.8699999999999,1.0,3914.462646484375
5012750,Stanislaus,2019,8,9,987.9280000000001,0.8888888888888888,4081.66796875
5012865,Stanislaus,2019,8,9,1064.782,0.8888888888888888,3733.2275390625
5012906,Stanislaus,2019,9,9,1094.9939999999997,1.0,3839.763916015625
5013021,Stanislaus,2019,8,9,1088.3819999999998,0.8888888888888888,3989.53515625
5013056,Stanislaus,2019,6,9,869.8330000000001,0.6666666666666666,3546.782470703125
5013123,Stanislaus,2019,6,6,894.2449999999999,1.0,3477.30615234375
5013173,Stanislaus,2019,7,8,908.9119999999999,0.875,3960.678955078125
5013240,Stanislaus,2019,5,6,732.691,0.8333333333333334,3136.35107421875
5013241,Stanislaus,2019,8,9,913.1129999999998,0.8888888888888888,3846.7451171875
5013341,Stanislaus,2019,8,8,1173.976,1.0,4093.62353515625
5013679,Stanislaus,2019,9,9,950.783,1.0,4117.5185546875
5013734,Stanislaus,2019,8,8,936.8330000000001,1.0,4103.337890625
5013751,Stanislaus,2019,7,7,1095.5390000000002,1.0,4069.923828125
5013757,Stanislaus,2019,7,8,1048.1470000000002,0.875,3920.08837890625
5013835,Stanislaus,2019,6,8,1011.1429999999999,0.75,3690.31640625
5013917,Stanislaus,2019,9,11,980.7409999999999,0.8181818181818182,3793.8681640625
5013986,Stanislaus,2019,8,8,948.868,1.0,3666.329833984375
5014248,Stanislaus,2019,6,0,1042.769,,3523.3359375
5014314,Stanislaus,2019,8,12,1059.605,0.6666666666666666,4099.12744140625
5014446,Stanislaus,2019,9,9,1001.566,1.0,4122.0830078125
5014488,Stanislaus,2019,8,8,960.547,1.0,4034.41796875
5014533,Stanislaus,2019,8,8,1065.7199999999998,1.0,4071.232421875
5014795,Stanislaus,2019,6,0,1004.9399999999999,,3525.47607421875
5014808,Stanislaus,2019,7,8,944.021,0.875,3897.4736328125
5014939,Stanislaus,2019,9,9,1115.047,1.0,4058.46240234375
5014975,Stanislaus,2019,7,8,986.797,0.875,3698.7509765625
