county,WY,UniqueID,months_count,harvest_events_n,landsat_clear_passes_n,ET_open_annual_mm,ET_corr_annual_mm,delta_annual_mm,annual_pct_reduction,ET_corr_ci_low_annual_mm,ET_corr_ci_high_annual_mm,annual_ci_width_mm,annual_ci_rel_width_pct_of_corr,method,ci_alpha
San Joaquin,2024,3905277,12,2,16,854.2359999999999,851.8653559999999,2.3706439999999986,0.2775162835563005,850.850127,853.9411194999999,3.0909924999998566,0.3628498891554708,A,0.1
San Joaquin,2024,3905294,12,1,16,780.4839999999999,780.024312439394,0.45968756060606,0.058897755829211106,779.6959641818182,780.4839999999999,0.7880358181816973,0.101027084106808,A,0.1
San Joaquin,2024,3905337,12,4,16,1095.8590000000002,1095.5137572468227,0.34524275317725994,0.03150430421954466,1095.3857852040135,1095.6154363274247,0.2296511234112586,0.02096286987654117,A,0.1
San Joaquin,2024,3905367,12,1,16,696.0469999999999,651.39275,44.654250000000005,6.415407292898326,651.39275,655.7688665,4.376116499999966,0.6718092118771611,A,0.1
San Joaquin,2024,3905372,12,1,16,568.0740000000001,567.705264,0.3687359999999984,0.06490985329376073,566.6297840000001,568.0740000000001,1.444215999999983,0.25439538640599657,A,0.1
San Joaquin,2024,3905602,12,5,16,1117.602,1116.3583710692308,1.2436289307692334,0.11127654842862068,1115.9438280923077,1116.8650347076923,0.9212066153845626,0.08251889709056826,A,0.1
San Joaquin,2024,3905609,12,1,16,498.391,496.2110026847826,2.179997315217392,0.43740703889464133,495.56507755434785,496.93766845652175,1.3725909021738971,0.2766143625891814,A,0.1
San Joaquin,2024,3905612,12,2,16,899.0550000000001,881.4279960000001,17.627003999999996,1.9606146453776458,793.4096400000001,899.0550000000001,105.64535999999998,11.98570506943598,A,0.1
San Joaquin,2024,3905693,12,2,16,843.455,779.7082795,63.7467205,7.557809308143291,777.685967,843.455,65.76903300000004,8.43508203378005,A,0.1
San Joaquin,2024,3905768,12,1,16,791.0959999999999,790.228072,0.8679279999999991,0.10971209562429834,788.7555199999998,790.6084,1.852880000000141,0.2344740797818862,A,0.1
San Joaquin,2024,3906013,12,5,16,1112.7489999999998,1112.7489999999998,0.0,0.0,1104.4842814999997,1112.7489999999998,8.264718500000072,0.7427298069915204,A,0.1
San Joaquin,2024,3906086,12,3,16,860.454,859.6125519057691,0.8414480942307705,0.0977911770101331,859.398559701923,859.8776474423076,0.4790877403846707,0.0557329856715713,A,0.1
San Joaquin,2024,3906029,12,5,16,1037.916,1035.9198125,1.9961875000000049,0.1923264984835001,1002.3477305,1036.310645,33.96291450000001,3.278527361884973,A,0.1
San Joaquin,2024,3906138,12,4,16,1116.787,1115.3321258143812,1.4548741856187206,0.13027320210735982,1114.9010519816054,1115.8568190301003,0.955767048494863,0.08569349222295478,A,0.1
San Joaquin,2024,3906160,12,1,16,818.192,818.192,0.0,0.0,818.192,818.192,0.0,0.0,A,0.1
San Joaquin,2024,3906237,12,1,16,611.7819999999999,611.7819999999999,0.0,0.0,605.6395269999999,611.7819999999999,6.142472999999995,1.0040297033910766,A,0.1
San Joaquin,2024,3906209,12,4,16,626.262,626.262,0.0,0.0,626.262,626.262,0.0,0.0,A,0.1
San Joaquin,2024,3906262,12,8,16,1077.277,1055.907565,21.369435000000003,1.9836527652590747,1012.4924123250001,1073.2268691250001,60.734456799999975,5.751872494634506,A,0.1
San Joaquin,2024,3906323,12,1,16,699.32,699.32,0.0,0.0,699.32,699.32,0.0,0.0,A,0.1
San Joaquin,2024,3906330,12,2,16,746.2840000000001,746.2432741346155,0.040725865384615645,0.00545715376245714,746.229698846154,746.2587887500001,0.029089903846170273,0.0038981797028461687,A,0.1
San Joaquin,2024,3906348,12,1,16,590.691,590.691,0.0,0.0,590.691,590.691,0.0,0.0,A,0.1
San Joaquin,2024,3906372,12,4,16,881.3530000000001,862.27,19.083000000000062,2.1651937418945715,857.3558325000001,880.5413935,23.185560999999893,2.688898024980562,A,0.1
San Joaquin,2024,3906396,12,2,16,862.323,859.4650125000001,2.8579875,0.33142888453630487,859.4650125000001,859.4650125000001,0.0,0.0,A,0.1
San Joaquin,2024,3906515,12,1,16,855.3689999999999,855.3689999999999,0.0,0.0,855.3689999999999,855.3689999999999,0.0,0.0,A,0.1
San Joaquin,2024,3906431,12,5,16,822.9649999999999,814.369635125,8.595364875000001,1.0444386911958592,810.7784029999999,822.9649999999999,12.186597000000006,1.4964454068979929,A,0.1
San Joaquin,2024,3906537,12,2,16,1193.671,1193.671,0.0,0.0,1192.059656,1193.671,1.6113440000001447,0.13499062974639953,A,0.1
San Joaquin,2024,3906729,12,2,16,829.082,829.082,0.0,0.0,829.082,829.082,0.0,0.0,A,0.1
San Joaquin,2024,3906756,12,2,16,879.8349999999999,879.44576,0.3892400000000009,0.04424011320304386,783.708294,879.8349999999999,96.1267059999999,10.930373466124836,A,0.1
San Joaquin,2024,3906736,12,5,16,1066.3720000000003,1061.0170258750002,5.3549741250000125,0.5021675480038871,1039.642332375,1065.131344375,25.489012000000002,2.402318848651812,A,0.1
San Joaquin,2024,3906767,12,2,16,575.289,566.5165405,8.772459500000002,1.5248787131337471,564.382699,567.4649145,3.082215499999961,0.5440645205662731,A,0.1
San Joaquin,2024,3906890,12,3,16,759.0899999999999,759.0899999999999,0.0,0.0,759.0899999999999,759.0899999999999,0.0,0.0,A,0.1
San Joaquin,2024,3907002,12,3,16,873.912,864.2828294132107,9.629170586789307,1.1018467061659878,861.4297418319397,867.5293202820234,6.099578450083641,0.7057387052598094,A,0.1
San Joaquin,2024,3907075,12,5,16,1072.34,1071.0487948884615,1.29120511153846,0.12041004826253428,1070.7732467576923,1071.5748414153848,0.8015946576924762,0.07484202974860299,A,0.1
San Joaquin,2024,3907128,12,1,16,837.4220000000001,836.3086850000001,1.113315,0.13294551611971023,836.3086850000001,836.8169375000001,0.508252500000026,0.060773313624026985,A,0.1
San Joaquin,2024,3907236,12,5,16,1068.993,1042.1334689999999,26.859531000000004,2.5126012050593416,1040.820872,1068.993,28.17212799999993,2.703312851762938,A,0.1
San Joaquin,2024,3907239,12,3,16,1121.684,1121.684,0.0,0.0,1114.274697,1121.684,7.409302999999909,0.6605517240149551,A,0.1
San Joaquin,2024,3907295,12,1,16,987.784,987.784,0.0,0.0,976.5304150000001,987.784,11.25358499999993,1.139275894325068,A,0.1
San Joaquin,2024,3907299,12,4,16,657.526,657.526,0.0,0.0,657.526,657.526,0.0,0.0,A,0.1
San Joaquin,2024,3907458,12,2,16,793.5079999999999,792.1931592499999,1.314840750000002,0.1656997471985162,791.855523,793.5079999999999,1.6524769999999762,0.2085952120016336,A,0.1
San Joaquin,2024,3907460,12,1,16,584.4,584.4,0.0,0.0,584.4,584.4,0.0,0.0,A,0.1
San Joaquin,2024,3907473,12,5,16,1049.9489999999998,1044.881560173913,5.067439826086954,0.482636759127058,1043.380096521739,1046.5800909304348,3.1999944086958294,0.3062542713609774,A,0.1
San Joaquin,2024,3907537,12,2,16,864.4029999999999,864.4029999999999,0.0,0.0,861.388696,864.4029999999999,3.0143039999999246,0.34871512477396827,A,0.1
San Joaquin,2024,3907590,12,3,16,855.9309999999998,855.5716,0.3593999999999937,0.04198936596524648,855.1223499999999,855.6614499999998,0.5390999999999622,0.06301050666010445,A,0.1
San Joaquin,2024,3907689,12,3,16,852.9889999999999,852.9889999999999,0.0,0.0,849.128645,852.9889999999999,3.860354999999913,0.4525679698096826,A,0.1
San Joaquin,2024,3907734,12,1,16,716.3499999999999,711.4512279999999,4.898772000000001,0.6838517484469884,701.7444019999999,716.3499999999999,14.605597999999986,2.0529303239884196,A,0.1
San Joaquin,2024,3907738,12,4,16,1143.521,1143.521,0.0,0.0,1140.396315,1143.521,3.1246849999999995,0.2732512127018218,A,0.1
San Joaquin,2024,3907862,12,2,16,752.8870000000001,709.3990267500001,43.48797325,5.776162060176361,696.753831,716.0905560000001,19.336725000000115,2.7257896149911955,A,0.1
San Joaquin,2024,3907908,12,3,16,845.6850000000001,845.6850000000001,0.0,0.0,832.063281,845.6850000000001,13.621719000000098,1.610732010145633,A,0.1
San Joaquin,2024,3907975,12,4,16,1014.216,1000.8105437500001,13.405456249999993,1.3217555481278143,972.4761265000002,1009.802262,37.32613549999985,3.7295905536866347,A,0.1
San Joaquin,2024,3908018,12,5,16,1038.154,1025.190003,12.963997000000012,1.2487547126919523,973.533321,1037.105584,63.57226299999991,6.2010225240169365,A,0.1
San Joaquin,2024,3908056,12,4,16,862.8259999999999,846.846108125,15.979891875000005,1.852041069114747,841.33123275,851.48375475,10.152521999999976,1.1988626862180016,A,0.1
San Joaquin,2024,3908063,12,2,16,886.817,886.817,0.0,0.0,882.306500875,886.817,4.510499125000024,0.5086166734512333,A,0.1
San Joaquin,2024,3908095,12,3,16,953.2589999999999,952.014968,1.2440319999999971,0.13050304271976423,854.6227499999999,953.2589999999999,98.63625000000002,10.360787730808033,A,0.1
San Joaquin,2024,3908149,12,5,16,933.7539999999999,915.074219125,18.67978087500002,2.0005034382717524,886.5588295,922.249456,35.69062650000001,3.9002985500047873,A,0.1
San Joaquin,2024,3908183,12,1,16,941.779,940.6188006086957,1.1601993913043458,0.1231923191432752,940.4039488695653,941.0914744347826,0.6875255652173564,0.0730929006280167,A,0.1
San Joaquin,2024,3908202,12,5,16,1250.589,1249.2838237503345,1.30517624966555,0.10436492322142207,1248.9211432163881,1249.7517234444817,0.830580228093595,0.06648450994908456,A,0.1
San Joaquin,2024,3908270,12,4,16,1121.048,1119.401173527174,1.646826472826092,0.1469006209213247,1118.8651007880435,1119.9990572391303,1.1339564510867604,0.10130027356624288,A,0.1
San Joaquin,2024,3908296,12,5,16,1087.171,1085.5449693942307,1.6260306057692304,0.14956530350508157,1085.0029591923078,1086.2074263076922,1.204467115384432,0.1109550639856554,A,0.1
San Joaquin,2024,3908390,12,4,16,944.999,914.68043,30.318569999999994,3.20831768075945,885.2675721249999,939.610646,54.34307387500007,5.9412087645736635,A,0.1
San Joaquin,2024,3908412,12,3,16,783.311,780.473403,2.8375970000000024,0.36225675370319094,776.2708365,783.311,7.040163500000062,0.9020375932016305,A,0.1
San Joaquin,2024,3908417,12,5,16,974.797,973.643786,1.1532139999999984,0.1183029902636137,970.731122,974.5771075,3.8459854999999834,0.3950095050470525,A,0.1
San Joaquin,2024,3908519,12,4,16,1139.8129999999999,1135.889927,3.923072999999988,0.34418566905272957,1110.6323994999998,1135.889927,25.25752750000015,2.2235893548865104,A,0.1
San Joaquin,2024,3908673,12,2,16,899.652,881.0146931249999,18.63730687499998,2.071612898654144,880.6737899999998,881.8595399999999,1.1857500000000982,0.13458912879127907,A,0.1
San Joaquin,2024,3908609,12,4,16,901.04,890.2293379999999,10.810662000000008,1.199798233152802,885.930452,892.8770559999999,6.946603999999979,0.7803162290299605,A,0.1
San Joaquin,2024,3908754,12,4,16,1150.847,1135.036754375,15.810245624999993,1.3737921396154307,1128.1385249999998,1146.0894215,17.950896500000226,1.5815255700582806,A,0.1
San Joaquin,2024,3908768,12,2,16,813.433,803.7686470000001,9.66435300000002,1.18809453267817,802.9742800000001,804.1216990000001,1.1474190000000135,0.14275488404314599,A,0.1
San Joaquin,2024,3908793,12,3,16,938.242,919.681305625,18.560694374999997,1.978241687645618,912.654961,921.3436899999999,8.688728999999967,0.9447543346654472,A,0.1
San Joaquin,2024,3908827,12,2,16,987.417,987.073396875,0.34360312500000134,0.034798177973439925,986.6909585,987.417,0.7260415000000648,0.073554965851441,A,0.1
San Joaquin,2024,3908908,12,5,16,1090.492,1089.5924229999998,0.8995769999999936,0.08249276473371595,1070.5217275,1090.492,19.970272499999965,1.8328204270194313,A,0.1
San Joaquin,2024,3908910,12,2,16,840.71,826.9600548339465,13.749945166053514,1.6355158337659257,817.803175992475,831.5434186456438,13.74024265316882,1.661536439741078,A,0.1
San Joaquin,2024,3908931,12,3,16,1097.8680000000002,1097.8680000000002,0.0,0.0,1097.8680000000002,1097.8680000000002,0.0,0.0,A,0.1
San Joaquin,2024,3908971,12,6,16,1235.5629999999999,1234.4169307403845,1.1460692596153876,0.09275684522888657,1234.0851002730767,1234.8336552269232,0.7485549538464511,0.06064036673553069,A,0.1
San Joaquin,2024,3908976,12,4,16,1141.661,1140.6005652173915,1.060434782608695,0.09288525951299861,1140.1763913043478,1140.8656739130436,0.6892826086957484,0.060431550686140104,A,0.1
San Joaquin,2024,3909030,12,2,16,811.1320000000001,811.1320000000001,0.0,0.0,805.76004,811.1320000000001,5.371960000000058,0.6622793823939948,A,0.1
San Joaquin,2024,3909120,12,1,16,1093.343,1093.343,0.0,0.0,1093.343,1093.343,0.0,0.0,A,0.1
San Joaquin,2024,3909138,12,2,16,876.5580000000001,865.7868199999999,10.771180000000001,1.2288040266588176,854.9968279999999,865.7868199999999,10.789991999999984,1.2462642940210136,A,0.1
San Joaquin,2024,3909143,12,2,16,938.3620000000001,938.128522,0.23347800000000518,0.024881442343147438,937.1885440000001,938.3620000000001,1.1734559999999874,0.12508478022801095,A,0.1
San Joaquin,2024,3909157,12,5,16,1071.672,1065.376467,6.295533000000006,0.5874496114482795,1040.293919,1071.672,31.378081000000066,2.945257565934208,A,0.1
San Joaquin,2024,3909171,12,6,16,989.756,989.756,0.0,0.0,975.6549590875,989.756,14.101040912500025,1.4246987047817872,A,0.1
San Joaquin,2024,3909181,12,2,16,961.8460000000002,945.2828462500001,16.563153749999998,1.7220172200123507,943.8190952500001,949.3785183125001,5.5594230624999454,0.5881227068231002,A,0.1
San Joaquin,2024,3909247,12,1,16,519.7,489.9727178206522,29.727282179347824,5.720085083576644,481.1646342119565,499.88181188043484,18.717177668478314,3.820044869381785,A,0.1
San Joaquin,2024,3909248,12,5,16,1105.42,1104.5001004461537,0.9198995538461503,0.08321719833603067,1104.1934672615384,1104.8748743384615,0.6814070769230511,0.06169370891390615,A,0.1
San Joaquin,2024,3909269,12,3,16,1007.3209999999999,1007.2910465,0.02995350000000485,0.0029735804177620493,1003.6566885,1007.3209999999999,3.6643114999999398,0.36377882169529835,A,0.1
San Joaquin,2024,3909294,12,5,16,1081.4950000000001,1066.2646240000001,15.230376000000007,1.4082705883984674,1046.19016,1069.9382875000001,23.74812750000001,2.227226428174176,A,0.1
San Joaquin,2024,3909376,12,6,16,1044.518,1041.6003253317726,2.9176746682274057,0.279332157820871,1040.0424439819399,1043.7038898615383,3.661445879598432,0.35152119201116616,A,0.1
San Joaquin,2024,3909403,12,3,16,808.479,807.820621875,0.6583781249999987,0.08143416526588801,793.3497607500001,808.479,15.129239249999955,1.8728463770687216,A,0.1
San Joaquin,2024,3909417,12,4,16,857.732,849.7773365,7.954663499999995,0.9274066375044879,842.5821665000001,857.732,15.149833499999886,1.7828003700825792,A,0.1
San Joaquin,2024,3909531,12,5,16,1083.3339999999998,1083.3339999999998,0.0,0.0,1083.3339999999998,1083.3339999999998,0.0,0.0,A,0.1
San Joaquin,2024,3909555,12,3,16,1000.455,995.8479216195652,4.6070783804347855,0.46049831131183167,994.4828613586957,997.3921460396738,2.9092846809780895,0.29214146234765126,A,0.1
San Joaquin,2024,3909556,12,1,16,527.0250000000001,524.5774925543478,2.447507445652178,0.4644006348184958,523.8523051630436,525.3933283695653,1.541023206521686,0.29376464457480156,A,0.1
San Joaquin,2024,3909706,12,5,16,1053.136,1045.179253,7.956746999999993,0.7555289155436709,1026.33499,1045.502698,19.167707999999948,1.8339158517529381,A,0.1
San Joaquin,2024,3909740,12,6,16,1159.953,1155.5712726000002,4.381727399999988,0.3777504260948494,1154.31445644,1157.1448535700001,2.830397130000165,0.2449348817431103,A,0.1
San Joaquin,2024,3909829,12,2,16,898.0690000000002,887.1648610000001,10.904139000000015,1.2141760822386711,873.020398,887.1648610000001,14.144463000000087,1.5943443684251248,A,0.1
San Joaquin,2024,3909842,12,2,16,731.5079999999999,715.0486875,16.459312500000003,2.2500522892435906,715.0486875,715.9230899999999,0.8744024999998601,0.12228572897000949,A,0.1
San Joaquin,2024,3909974,12,3,16,909.3260000000001,879.9827895000001,29.343210499999984,3.226918673830945,865.1495475,901.1074700000001,35.95792250000011,4.0862074723564925,A,0.1
San Joaquin,2024,3909993,12,3,16,550.043,550.043,0.0,0.0,550.043,550.043,0.0,0.0,A,0.1
San Joaquin,2024,3910008,12,3,16,886.353,870.5275474201505,15.82545257984949,1.7854571011605411,865.8385244335284,876.1704095675167,10.331885133988294,1.1868533241259651,A,0.1
San Joaquin,2024,3910021,12,6,16,1159.735,1158.0612611053512,1.6737388946488352,0.14432080558479612,1157.609755777592,1158.6543201137124,1.044564336120402,0.09019940232897367,A,0.1
San Joaquin,2024,3910040,12,1,16,728.0699999999999,728.0699999999999,0.0,0.0,728.0699999999999,728.0699999999999,0.0,0.0,A,0.1
San Joaquin,2024,3910288,12,3,16,857.821,856.906024,0.9149760000000011,0.10666281193862136,855.647932,857.821,2.1730680000000575,0.253594669559711,A,0.1
San Joaquin,2024,3910342,12,2,16,926.399,925.3760270000001,1.0229730000000075,0.11042466582973508,925.3760270000001,925.8509787500001,0.4749517499999456,0.05132527060806877,A,0.1
San Joaquin,2024,3910368,12,2,16,941.807,940.973888,0.8331119999999999,0.08845888807367112,940.557332,941.807,1.2496680000000424,0.1328058106539129,A,0.1
San Joaquin,2024,3910443,12,2,16,753.623,744.6618400000001,8.961160000000007,1.189077297269325,742.8916920000001,744.91114,2.0194479999998975,0.27118994038957295,A,0.1
San Joaquin,2024,3910469,12,4,16,992.5319999999999,991.0295864673913,1.5024135326086991,0.15137179784719276,990.8070066847826,991.6416808695651,0.834674184782557,0.08422293301634148,A,0.1
San Joaquin,2024,3910544,12,3,16,852.857,850.489142,2.3678579999999982,0.27763833796287046,850.215218,851.209428,0.9942099999999527,0.11689861174029577,A,0.1
San Joaquin,2024,3910510,12,2,16,896.6069999999999,896.6069999999999,0.0,0.0,896.1784919999999,896.6069999999999,0.42850799999996525,0.047792176505421585,A,0.1
San Joaquin,2024,3910595,12,4,16,1092.375,1092.375,0.0,0.0,1092.375,1092.375,0.0,0.0,A,0.1
San Joaquin,2024,3910629,12,4,16,863.813,858.5436592499999,5.269340749999994,0.6100094291241269,853.139055,859.2798479999999,6.140792999999917,0.7152569276866297,A,0.1
San Joaquin,2024,3910674,12,2,16,968.6780000000001,964.4084671086957,4.269532891304344,0.44075873420314526,963.6178128695652,966.1479064347827,2.5300935652174985,0.26234667690161817,A,0.1
San Joaquin,2024,3910660,12,5,16,1096.7930000000001,1096.7930000000001,0.0,0.0,1080.565975,1096.7930000000001,16.22702500000014,1.4794974986164333,A,0.1
San Joaquin,2024,3910714,12,2,16,705.8510000000001,695.2443527500001,10.606647249999995,1.5026751042358788,684.6470260000001,705.4934980000002,20.846472000000063,2.998438163149835,A,0.1
San Joaquin,2024,3910721,12,5,16,934.695,928.1194070625,6.575592937499977,0.7035014563574189,904.6296217500001,934.590765375,29.961143624999977,3.228156139933229,A,0.1
San Joaquin,2024,3910750,12,4,16,1174.898,1172.821083304348,2.076916695652187,0.17677421322124875,1172.474930521739,1173.5133888695652,1.0384583478262357,0.08854362891400674,A,0.1
San Joaquin,2024,3910771,12,6,16,1004.7769999999999,930.6419161249997,74.13508387499999,7.378262427882007,896.478378625,1003.6298956249999,107.1515169999999,11.513721351189147,A,0.1
San Joaquin,2024,3910786,12,5,16,1210.371,1210.371,0.0,0.0,1210.371,1210.371,0.0,0.0,A,0.1
San Joaquin,2024,3910795,12,3,16,912.95,899.7641000000001,13.18589999999999,1.4443178706391355,899.7641000000001,912.95,13.185899999999947,1.4654841196709167,A,0.1
San Joaquin,2024,3910805,12,5,16,1195.9560000000001,1195.703499442771,0.2525005572289274,0.02111286345224468,1195.626933935743,1195.8025644417671,0.17563050602416297,0.01468846633852049,A,0.1
San Joaquin,2024,3910858,12,3,16,840.621,840.621,0.0,0.0,840.621,840.621,0.0,0.0,A,0.1
San Joaquin,2024,3910885,12,3,16,789.0799999999999,777.1640126662207,11.915987333779256,1.5101114378490468,769.221770187291,781.1363582595318,11.914588072240804,1.5330854077204839,A,0.1
San Joaquin,2024,3910956,12,1,16,714.999,710.1464325000002,4.852567499999992,0.6786817184359687,707.4113490000001,710.1464325000002,2.735083500000087,0.38514359501483325,A,0.1
San Joaquin,2024,3910917,12,1,16,869.399,869.399,0.0,0.0,869.399,869.399,0.0,0.0,A,0.1
San Joaquin,2024,3910977,12,3,16,995.9949999999999,995.9949999999999,0.0,0.0,995.9949999999999,995.9949999999999,0.0,0.0,A,0.1
San Joaquin,2024,3911050,12,2,16,843.386,843.386,0.0,0.0,842.7300440000001,843.386,0.6559559999998328,0.07777648668579189,A,0.1
San Joaquin,2024,3911110,12,2,16,840.8729999999999,837.8316378260869,3.0413621739130434,0.36169102515041435,837.2684226086957,839.0707113043478,1.8022886956521234,0.21511346842051743,A,0.1
San Joaquin,2024,3911185,12,2,16,906.5120000000002,901.2976063076925,5.214393692307688,0.575215076282243,900.2747132692308,903.0366919480771,2.761978678846276,0.30644469257620205,A,0.1
San Joaquin,2024,3911204,12,5,16,998.9079999999999,997.7543529999999,1.1536470000000065,0.11549081597104104,965.4409169999999,998.9079999999999,33.467083,3.3542407406565333,A,0.1
San Joaquin,2024,3911208,12,4,16,876.0479999999999,869.4930472415552,6.554952758444813,0.7482412788391519,862.5038132785954,874.3103271193979,11.806513840802495,1.3578617883441808,A,0.1
San Joaquin,2024,3911318,12,4,16,1185.934,1185.0089940869564,0.925005913043492,0.07799809374244199,1184.837696695652,1185.385848347826,0.5481516521738286,0.046257172300719684,A,0.1
San Joaquin,2024,3911213,12,5,16,1116.863,1113.135893661204,3.7271063387960055,0.33371204335679533,1111.4219684277593,1114.790925040803,3.368956613043565,0.30265456645753863,A,0.1
San Joaquin,2024,3911340,12,2,16,886.8669999999998,875.725432,11.141567999999992,1.2562839749364891,872.0115759999999,886.8669999999998,14.85542399999997,1.6963563529350567,A,0.1
San Joaquin,2024,3911342,12,1,16,790.3870000000001,790.3870000000001,0.0,0.0,784.429906,790.3870000000001,5.957094000000097,0.7536933173243104,A,0.1
San Joaquin,2024,3911376,12,1,16,780.354,780.354,0.0,0.0,780.354,780.354,0.0,0.0,A,0.1
San Joaquin,2024,3911355,12,2,16,797.4159999999999,791.7878094999999,5.6281905000000165,0.7058035579923173,789.188996,797.4159999999999,8.227003999999965,1.039041508506575,A,0.1
San Joaquin,2024,3911451,12,3,16,839.188,839.188,0.0,0.0,839.188,839.188,0.0,0.0,A,0.1
San Joaquin,2024,3911547,12,3,16,633.525,633.525,0.0,0.0,633.525,633.525,0.0,0.0,A,0.1
San Joaquin,2024,3911566,12,1,16,1009.118,1009.118,0.0,0.0,1009.118,1009.118,0.0,0.0,A,0.1
San Joaquin,2024,3911679,12,5,16,1206.82,1198.7691383181439,8.050861681856162,0.6671137105662951,1196.3744177236624,1201.4994175138588,5.124999790196398,0.42752183271807453,A,0.1
San Joaquin,2024,3911703,12,4,16,1074.546,1074.546,0.0,0.0,1074.546,1074.546,0.0,0.0,A,0.1
San Joaquin,2024,3911724,12,1,16,717.907,717.907,0.0,0.0,717.907,717.907,0.0,0.0,A,0.1
San Joaquin,2024,3911735,12,6,16,1107.7910000000002,1098.7079062140212,9.083093785978605,0.819928468996282,1096.339092934776,1101.895035030839,5.555942096062836,0.5056796319239897,A,0.1
San Joaquin,2024,3911741,12,2,16,874.29,874.29,0.0,0.0,874.29,874.29,0.0,0.0,A,0.1
San Joaquin,2024,3911766,12,1,16,700.3,697.2828400000001,3.017160000000004,0.4308382121947743,696.892384,700.3,3.407615999999962,0.4886992486434861,A,0.1
San Joaquin,2024,3911796,12,3,16,1025.206,1025.206,0.0,0.0,1025.206,1025.206,0.0,0.0,A,0.1
San Joaquin,2024,3911943,12,2,16,822.274,815.92426,6.349739999999997,0.7722170468724534,815.92426,815.92426,0.0,0.0,A,0.1
San Joaquin,2024,3911930,12,4,16,1046.369,1046.369,0.0,0.0,1046.369,1046.369,0.0,0.0,A,0.1
San Joaquin,2024,3911830,12,5,16,1104.1979999999999,1099.6629738692309,4.535026130769239,0.4107076928928724,1098.1512984923077,1101.5105771076924,3.35927861538471,0.3054825610400325,A,0.1
San Joaquin,2024,3912222,12,6,16,1111.9519999999998,1084.316924,27.635075999999994,2.4852759831359625,1077.0166445,1106.55137,29.534725499999922,2.723809326063781,A,0.1
San Joaquin,2024,3912261,12,1,16,770.2710000000001,769.49511125,0.7758887499999929,0.10072932123888771,769.363275,769.89062,0.5273449999999684,0.06853129958724848,A,0.1
San Joaquin,2024,3912234,12,3,16,880.5109999999999,880.139949409091,0.37105059090909265,0.04214036972951987,879.8749132727272,880.5109999999999,0.6360867272726409,0.07227108912618924,A,0.1
San Joaquin,2024,3912281,12,4,16,1083.041,1067.705628867475,15.335371132525069,1.4159548098848584,1063.1618151985786,1072.8601223795986,9.698307181020027,0.9083315587000426,A,0.1
San Joaquin,2024,3912410,12,5,16,1110.132,1099.8766480740803,10.255351925919726,0.9237957221231101,1096.1529666050167,1104.8499426461537,8.696976041137077,0.7907228557280276,A,0.1
San Joaquin,2024,3912439,12,2,16,963.837,963.837,0.0,0.0,866.309395,963.837,97.527605,10.118682412067601,A,0.1
San Joaquin,2024,3912485,12,2,16,884.314,883.943956,0.37004400000000004,0.0418453173872629,856.941256,884.314,27.37274400000001,3.096660576069374,A,0.1
San Joaquin,2024,3912482,12,5,16,1198.16,1187.8468582491776,10.313141750822368,0.8607482932849008,1184.9270096632813,1191.7302032350328,6.803193571751535,0.5727332209961036,A,0.1
San Joaquin,2024,3912583,12,4,16,800.9390000000001,791.4413395000001,9.497660499999995,1.1858157113088506,782.556336,800.7110100000001,18.154674000000114,2.2938748703055474,A,0.1
San Joaquin,2024,3912702,12,2,16,792.205,784.1180030000002,8.08699700000001,1.020821252074906,784.1180030000002,789.661373,5.543369999999868,0.7069560931889313,A,0.1
San Joaquin,2024,3912622,12,3,16,1020.954,1020.833473125,0.12052687499999593,0.011805318848840979,1019.158857375,1020.954,1.7951426249999258,0.17585068204166465,A,0.1
San Joaquin,2024,3912751,12,4,16,1114.266,1114.266,0.0,0.0,1113.565405,1114.266,0.7005950000000212,0.06287502266065922,A,0.1
San Joaquin,2024,3912807,12,6,16,1031.014,1009.1189109999998,21.895089000000002,2.1236461386557317,990.5902389999998,1018.1368809999998,27.54664200000002,2.7297716552256768,A,0.1
San Joaquin,2024,3912818,12,2,16,915.4199999999998,915.0233816348683,0.39661836513157667,0.043326381893729296,914.9058650822368,915.1558279181744,0.24996283593759472,0.027317644658542736,A,0.1
San Joaquin,2024,3912899,12,5,16,1061.9450000000002,1059.116913228658,2.8280867713419724,0.26631198144366913,1058.3702563773413,1060.2690967280937,1.89884035075238,0.1792852448143683,A,0.1
San Joaquin,2024,3912966,12,4,16,1063.61,1060.27821485,3.3317851500000017,0.3132525220710601,1059.2910192499999,1061.6356088,2.344589550000137,0.221129654194756,A,0.1
San Joaquin,2024,3912973,12,5,16,1148.998,1148.3002843973245,0.6977156026755722,0.060723830909677146,1148.0877760888961,1148.5762306037625,0.48845451486636193,0.04253717616404868,A,0.1
San Joaquin,2024,3913175,12,2,16,710.1129999999999,710.1129999999999,0.0,0.0,710.1129999999999,710.1129999999999,0.0,0.0,A,0.1
San Joaquin,2024,3913268,12,4,16,1181.7489999999998,1170.8989284999998,10.850071500000013,0.9181367193879593,1167.6840925000001,1174.535711725,6.851619224999922,0.5851588944382506,A,0.1
San Joaquin,2024,3913285,12,5,16,907.8069999999999,902.4415059999999,5.365494000000012,0.5910390644707535,902.3942019999998,907.032397,4.63819500000011,0.5139607353122021,A,0.1
San Joaquin,2024,3913299,12,1,16,635.961,631.213128,4.747872000000001,0.7465665347403381,631.213128,634.753208,3.540079999999989,0.5608375116051117,A,0.1
