county,WY,UniqueID,months_count,harvest_events_n,landsat_clear_passes_n,ET_open_annual_mm,ET_corr_annual_mm,delta_annual_mm,annual_pct_reduction,ET_corr_ci_low_annual_mm,ET_corr_ci_high_annual_mm,annual_ci_width_mm,annual_ci_rel_width_pct_of_corr,method,ci_alpha
San Joaquin,2019,3903143,12,5,13,775.44,762.0585047500001,13.38149525,1.7256648161044053,746.5510325,767.064004,20.512971499999935,2.6917843409843436,A,0.1
San Joaquin,2019,3903197,12,3,13,1163.262,1163.262,0.0,0.0,1163.262,1163.262,0.0,0.0,A,0.1
San Joaquin,2019,3903216,12,6,13,1066.6170000000002,1050.768177,15.848823000000024,1.4858963432984869,1041.6041910000001,1060.0237920000002,18.419601000000057,1.7529652499173525,A,0.1
San Joaquin,2019,3903231,12,5,13,1076.305,1064.8784755,11.4265245,1.0616437255238986,1047.3864055750003,1076.104678,28.718272424999668,2.6968591332936254,A,0.1
San Joaquin,2019,3903280,12,4,13,1023.9130000000001,1022.744442,1.1685580000000044,0.11412668849794898,985.393677,1022.923137,37.52945999999997,3.669485597654313,A,0.1
San Joaquin,2019,3903299,12,6,13,1089.991,1087.56955028125,2.4214497187499973,0.22215318463638667,1086.8348651354167,1088.4954751052082,1.6606099697914942,0.15269000215775197,A,0.1
San Joaquin,2019,3903326,12,6,13,932.807,848.927338,83.87966200000002,8.992177588718784,829.0718239999999,906.60632,77.5344960000001,9.133231141155699,A,0.1
San Joaquin,2019,3903364,12,6,13,1198.6339999999998,1178.6384354999998,19.995564500000015,1.668196004785449,1139.1932697500001,1194.075396,54.88212624999983,4.656400520887292,A,0.1
San Joaquin,2019,3903463,12,5,13,1167.829,1161.9513719687498,5.877628031250012,0.503295262512749,1160.3159718848958,1164.0217524446614,3.7057805597655715,0.3189273363038154,A,0.1
San Joaquin,2019,3903478,12,4,13,1010.216,1008.6803545239234,1.5356454760766098,0.15201159713136694,1008.231789594378,1009.2056926099282,0.9739030155501496,0.09655219427861386,A,0.1
San Joaquin,2019,3903560,12,6,13,1035.9289999999999,1020.90981775,15.019182249999986,1.4498273771658086,1003.7893769999998,1027.521964,23.732587000000194,2.324650677990818,A,0.1
San Joaquin,2019,3903717,12,5,13,1096.4959999999999,1093.3769949999999,3.1190050000000156,0.28445201806481885,1085.427311,1094.5382419999999,9.110930999999937,0.8332835830334933,A,0.1
San Joaquin,2019,3903614,12,6,13,1035.798,1026.322645,9.475354999999993,0.9147879219693409,1003.344991,1035.49814,32.15314899999987,3.1328500015704,A,0.1
